id_progress,assignmentId,userId_progress,courseId_progress,progress,score,timeInvested,completionStatus,certificateUrl,quizScore,assignmentScore,participationCount,timeSpentOnQuizzes,updatedAt,id_assignment,userId_assignment,courseId_assignment,learningPathId,assignedAt,id,title,duration,difficultyLevel,createdAt,updatedAt_course,progress_percent,total_score
296,296,20,2178,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-04-08 12:13:46,296,20,2178,-1,2021-08-17 06:17:53,2178,Gibson's Learn & Master Guitar,2280,EASY,2024-10-04 09:09:00.000,2030-09-14 09:09:00.000,0.0,0.0
297,297,20,1051,20.656272874867952,93.91944801761493,10,IN_PROGRESS,None,7.0,41.0,2,2,2024-01-24 10:09:35,297,20,1051,-1,2023-07-14 02:17:04,1051,Le bitcoin et la blockchain,44,EASY,2024-10-04 09:09:00.000,2027-08-14 09:09:00.000,2065.627287486795,48.0
298,298,20,2244,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-07-31 12:40:33,298,20,2244,-1,2022-11-06 18:11:15,2244,'Greensleeves' Creative Piano Lessons Course,120,EASY,2024-10-04 09:09:00.000,2030-11-19 09:09:00.000,0.0,0.0
299,299,20,1919,100.0,63.15028783524767,19,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,50.0,29.0,2,2,2024-02-10 17:17:17,299,20,1919,-1,2023-06-04 01:35:38,1919,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,90,MEDIUM,2024-10-04 09:09:00.000,2029-12-29 09:09:00.000,10000.0,79.0
300,300,20,948,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-06-17 15:31:26,300,20,948,-1,2023-09-11 21:21:46,948,Straight From Business School: Create Financial Statements,60,EASY,2024-10-04 09:09:00.000,2027-05-03 09:09:00.000,0.0,0.0
301,301,20,2671,12.319908052087458,79.92878096528267,14,IN_PROGRESS,None,71.0,58.0,8,5,2024-05-09 18:49:24,301,20,2671,-1,2021-05-23 08:03:51,2671,Bootstrap unleash the power faster & easier web development,330,EASY,2024-10-04 09:09:00.000,2032-01-20 09:09:00.000,1231.9908052087458,129.0
302,302,20,1,55.12014889428652,84.90866539265885,22,IN_PROGRESS,None,35.0,42.0,10,8,2024-05-15 18:06:34,302,20,1,-1,2024-06-23 02:43:16,1,Introduction to JavaScript,121,EASY,2024-10-04 09:09:07.286,2024-10-04 09:26:11.193,5512.014889428652,77.0
303,303,20,3566,27.751082793683437,74.00372925368183,21,IN_PROGRESS,None,20.0,22.0,2,10,2024-04-17 03:54:03,303,20,3566,-1,2024-04-14 02:43:46,3566,The Complete JavaScript Bootcamp,300,EASY,2024-10-04 09:09:00.000,2034-07-03 09:09:00.000,2775.1082793683436,42.0
304,304,20,336,45.73800305991866,62.83821981720607,26,IN_PROGRESS,None,71.0,11.0,9,5,2024-02-14 22:56:27,304,20,336,-1,2024-09-01 11:57:46,336,"Advanced Options Concepts - Probability, Greeks, Simulation",120,MEDIUM,2024-10-04 09:09:00.000,2025-08-29 09:09:00.000,4573.8003059918665,82.0
305,305,20,1364,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-06 00:01:58,305,20,1364,-1,2021-11-15 18:20:15,1364,Learn Photoshop Quickly (For Bloggers & Web Images),150,EASY,2024-10-04 09:09:00.000,2028-06-22 09:09:00.000,0.0,0.0
306,306,20,187,41.09346134333916,88.59048291706611,28,IN_PROGRESS,None,96.0,56.0,8,3,2024-02-10 17:32:52,306,20,187,-1,2023-03-26 06:35:24,187,Trade Pullback Candlestick Strategy - Make Consistent Pips,180,EASY,2024-10-04 09:09:00.000,2025-04-02 09:09:00.000,4109.346134333916,152.0
307,307,20,388,100.0,76.39282319657684,16,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,81.0,54.0,2,4,2024-01-27 21:38:47,307,20,388,-1,2021-12-18 12:44:15,388,[Value Investing] Where White People Keep Their Money,240,HARD,2024-10-04 09:10:00.000,2025-10-20 09:09:00.000,10000.0,135.0
308,308,21,2797,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-06 06:28:12,308,21,2797,-1,2021-04-25 17:18:16,2797,How To Setup a Micro-Blog in 3 Easy Steps,60,EASY,2024-10-04 09:09:00.000,2032-05-25 09:09:00.000,0.0,0.0
309,309,21,2341,100.0,70.13420115384534,5,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,53.0,96.0,5,1,2024-03-04 22:22:24,309,21,2341,-1,2024-09-21 00:03:23,2341,Easy Guitar Songwriting And Harmony,210,EASY,2024-10-04 09:09:00.000,2031-02-24 09:09:00.000,10000.0,149.0
310,310,21,1813,100.0,55.076347401414914,4,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,21.0,42.0,2,2,2024-08-08 20:42:33,310,21,1813,-1,2021-08-08 21:26:26,1813,Learn Jazz Piano Today,180,EASY,2024-10-04 09:09:00.000,2029-09-14 09:09:00.000,10000.0,63.0
311,311,21,1313,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-08-13 12:36:48,311,21,1313,-1,2023-03-03 11:30:27,1313,Learn Corel x7 Like a Pro,31,MEDIUM,2024-10-04 09:09:00.000,2028-05-02 09:09:00.000,0.0,0.0
312,312,21,765,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-27 00:24:47,312,21,765,-1,2021-11-10 01:30:21,765,High-Frequency Trading #2: Market Structure & Instruments,41,EASY,2024-10-04 09:09:00.000,2026-11-01 09:09:00.000,0.0,0.0
313,313,21,483,97.0687810395884,62.69061406684701,23,IN_PROGRESS,None,85.0,21.0,1,9,2024-02-03 02:24:23,313,21,483,-1,2022-01-19 17:46:42,483,Learn How to Trade Pump and Dumps. 5 Setups Well Explained.,120,EASY,2024-10-04 09:09:00.000,2026-01-23 09:09:00.000,9706.87810395884,106.0
314,314,21,580,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-10 15:07:39,314,21,580,-1,2023-02-03 01:19:16,580,"Basics of Fixed Income Valuation, CFA Level I 2017 Prep",210,EASY,2024-10-04 09:10:00.000,2026-04-30 09:09:00.000,0.0,0.0
315,315,21,2475,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-04-13 22:08:07,315,21,2475,-1,2022-05-31 20:52:52,2475,Aprende a tocar el bajo eléctrico ,210,EASY,2024-10-04 09:09:00.000,2031-07-08 09:09:00.000,0.0,0.0
316,316,21,2776,26.048006912476097,64.91116050733068,8,IN_PROGRESS,None,49.0,33.0,5,9,2024-10-01 14:42:51,316,21,2776,-1,2022-03-20 04:58:06,2776,Learn CSS Transition and Animation ,60,EASY,2024-10-04 09:10:00.000,2032-05-04 09:09:00.000,2604.80069124761,82.0
317,317,21,3512,7.523526061910612,79.91268851721742,27,IN_PROGRESS,None,82.0,65.0,10,5,2024-07-28 22:29:49,317,21,3512,-1,2022-02-22 06:07:52,3512,Customizr - Learn WordPress with the ultimate creative theme,300,EASY,2024-10-04 09:09:00.000,2034-05-10 09:09:00.000,752.3526061910612,147.0
318,318,21,3481,100.0,75.20224974170674,24,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,28.0,40.0,3,8,2024-03-15 07:23:21,318,21,3481,-1,2021-07-23 20:34:52,3481,The Ultimate jQuery Course,150,EASY,2024-10-04 09:09:00.000,2034-04-09 09:09:00.000,10000.0,68.0
319,319,21,2505,100.0,80.29950273722484,28,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,69.0,60.0,1,2,2024-08-08 18:41:58,319,21,2505,-1,2023-07-25 21:42:26,2505,PHP Login and Registration System - Email Confirm Activation,300,EASY,2024-10-04 09:09:00.000,2031-08-07 09:09:00.000,10000.0,129.0
320,320,21,2979,47.171453346836856,75.89737214254515,17,IN_PROGRESS,None,65.0,16.0,2,6,2024-05-31 16:59:59,320,21,2979,-1,2020-11-17 15:46:45,2979,The WpFASTER WordPress Speed Optimization Master Course,420,EASY,2024-10-04 09:09:00.000,2032-11-23 09:09:00.000,4717.145334683685,81.0
321,321,21,349,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-03-02 11:18:25,321,21,349,-1,2023-07-31 21:03:49,349,The Big Volatility Short: The Best Trade On Wall Street!,90,EASY,2024-10-04 09:09:00.000,2025-09-11 09:09:00.000,0.0,0.0
322,322,21,448,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-07-23 21:52:43,322,21,448,-1,2020-12-08 11:49:06,448,"Build, Grow, and Protect Your Assets: A Step-by-Step Guide",210,EASY,2024-10-04 09:10:00.000,2025-12-19 09:09:00.000,0.0,0.0
323,323,21,1416,100.0,91.89511992202176,28,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,80.0,32.0,7,2,2024-07-18 05:35:49,323,21,1416,-1,2020-06-12 11:33:37,1416,Graphic Design - An Overview of the Field,60,EASY,2024-10-04 09:09:00.000,2028-08-13 09:09:00.000,10000.0,112.0
324,324,21,854,14.903590070832518,94.3692302887828,29,IN_PROGRESS,None,65.0,72.0,6,9,2024-01-29 15:21:41,324,21,854,-1,2021-08-31 08:31:51,854,Media Training for Financial Service Professionals,420,EASY,2024-10-04 09:09:00.000,2027-01-29 09:09:00.000,1490.3590070832518,137.0
325,325,21,2083,26.7663687578099,58.16272182775831,5,IN_PROGRESS,None,14.0,59.0,10,4,2024-02-16 20:34:20,325,21,2083,-1,2021-07-19 12:51:05,2083,Guitar Lessons - Soloing With Arpeggios - Essential Guide ,300,MEDIUM,2024-10-04 09:09:00.000,2030-06-11 09:09:00.000,2676.63687578099,73.0
326,326,21,3316,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-04 04:41:14,326,21,3316,-1,2021-05-28 01:47:40,3316,JavaScript For Absolute Beginners - Level Two,60,MEDIUM,2024-10-04 09:10:00.000,2033-10-26 09:09:00.000,0.0,0.0
327,327,21,2618,100.0,81.97595369972375,25,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,20.0,52.0,4,1,2024-05-12 07:09:16,327,21,2618,-1,2022-04-10 09:58:13,2618,The Complete PHP MySQL Professional Course with 5 Projects,1170,EASY,2024-10-04 09:09:00.000,2031-11-28 09:09:00.000,10000.0,72.0
328,328,21,3380,100.0,86.90206796388665,12,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,83.0,30.0,7,7,2024-05-03 16:15:38,328,21,3380,-1,2024-01-13 23:30:16,3380,How to create a  video blog with WordPress,270,EASY,2024-10-04 09:09:00.000,2033-12-29 09:09:00.000,10000.0,113.0
329,329,21,1955,32.248024309816095,62.285559583092336,27,IN_PROGRESS,None,2.0,65.0,7,7,2024-02-25 11:29:20,329,21,1955,-1,2023-07-05 14:38:32,1955,Fingerstyle Guitar Mastery: 3 Techniques You Need To Know,34,EASY,2024-10-04 09:09:00.000,2030-02-03 09:09:00.000,3224.8024309816096,67.0
330,330,21,230,100.0,77.63887832151872,17,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,50.0,24.0,3,1,2024-02-26 07:14:18,330,21,230,-1,2023-02-02 00:34:00,230,"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",120,EASY,2024-10-04 09:09:00.000,2025-05-15 09:09:00.000,10000.0,74.0
331,331,21,1304,53.499513453814,80.84318110499542,10,IN_PROGRESS,None,35.0,48.0,9,9,2024-09-03 18:17:49,331,21,1304,-1,2021-07-25 10:04:41,1304,Become A Logo Designer ,150,EASY,2024-10-04 09:09:00.000,2028-04-23 09:09:00.000,5349.9513453814,83.0
332,332,22,1645,26.51372039094889,90.1998990343076,19,IN_PROGRESS,None,2.0,52.0,6,5,2024-02-26 16:34:53,332,22,1645,-1,2020-04-02 17:41:20,1645,Become a Professional Graphic Designer,1230,EASY,2024-10-04 09:09:00.000,2029-03-30 09:09:00.000,2651.3720390948893,54.0
333,333,22,2932,65.67362397868159,78.71598317029438,13,IN_PROGRESS,None,33.0,54.0,5,4,2024-02-08 17:02:58,333,22,2932,-1,2022-02-07 15:32:45,2932,CSS3 Gradients for Web Designers,90,EASY,2024-10-04 09:10:00.000,2032-10-07 09:09:00.000,6567.362397868159,87.0
334,334,22,2844,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-02-17 11:46:09,334,22,2844,-1,2022-04-03 17:42:05,2844,Become A Full Stack Web Developer in 14 Days,810,EASY,2024-10-04 09:09:00.000,2032-07-11 09:09:00.000,0.0,0.0
335,335,22,3572,100.0,65.43859301864796,10,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,82.0,33.0,3,6,2024-02-17 21:57:32,335,22,3572,-1,2023-03-24 13:35:06,3572,"Ajax in JavaScript and JQuery, with PHP - Creating Chat App",90,EASY,2024-10-04 09:09:00.000,2034-07-09 09:09:00.000,10000.0,115.0
336,336,22,259,29.737249007015663,59.37600055656057,8,IN_PROGRESS,None,97.0,49.0,1,10,2024-01-05 11:12:12,336,22,259,-1,2024-09-14 06:44:16,259,Learn How To Trade Gold In 2017,60,EASY,2024-10-04 09:09:00.000,2025-06-13 09:09:00.000,2973.724900701566,146.0
337,337,22,2430,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-05-30 05:32:26,337,22,2430,-1,2020-08-25 16:50:55,2430,Gitarre spielen wie die Profis,120,EASY,2024-10-04 09:09:00.000,2031-05-24 09:09:00.000,0.0,0.0
338,338,22,3201,7.840317608836345,72.22859718358875,8,IN_PROGRESS,None,80.0,36.0,10,4,2024-04-17 17:47:38,338,22,3201,-1,2020-07-12 22:00:35,3201,Learn Python Django - A Hands-On Course,120,EASY,2024-10-04 09:09:00.000,2033-07-03 09:09:00.000,784.0317608836344,116.0
339,339,22,743,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-20 21:30:44,339,22,743,-1,2020-10-21 14:22:11,743,Advanced Options Trading Course,32,MEDIUM,2024-10-04 09:09:00.000,2026-10-10 09:09:00.000,0.0,0.0
340,340,22,3136,100.0,60.27114851974417,20,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,74.0,99.0,9,10,2024-08-06 10:02:03,340,22,3136,-1,2020-03-23 02:36:09,3136,WordPress: Create an Amazing Website With Ease,150,EASY,2024-10-04 09:10:00.000,2033-04-29 09:09:00.000,10000.0,173.0
341,341,22,2461,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-04-03 15:59:04,341,22,2461,-1,2023-04-10 10:03:48,2461,The Essentials of Acoustic Guitar Strumming Patterns,60,EASY,2024-10-04 09:09:00.000,2031-06-24 09:09:00.000,0.0,0.0
342,342,22,327,71.8700930421231,95.30836669450258,23,IN_PROGRESS,None,1.0,54.0,6,5,2024-03-03 17:40:38,342,22,327,-1,2021-05-24 02:42:00,327,Forex For Beginners - A Guide To Currency Trading,30,EASY,2024-10-04 09:09:00.000,2025-08-20 09:09:00.000,7187.00930421231,55.0
343,343,22,2747,59.06199561335358,70.62861662796358,9,IN_PROGRESS,None,100.0,52.0,7,4,2024-03-07 20:14:10,343,22,2747,-1,2021-08-05 11:33:05,2747,Sass: From Beginner to Advanced,120,EASY,2024-10-04 09:09:00.000,2032-04-05 09:09:00.000,5906.199561335358,152.0
344,344,22,1160,22.917853895604143,90.53372810431333,6,IN_PROGRESS,None,71.0,66.0,8,6,2024-06-25 07:47:04,344,22,1160,-1,2022-08-04 18:45:42,1160,Basel Norms (Basel 1/ Basel 2/ Basel 3) Simplified,240,EASY,2024-10-04 09:09:00.000,2027-12-01 09:09:00.000,2291.7853895604144,137.0
345,345,22,939,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-05-05 02:11:17,345,22,939,-1,2022-09-13 00:59:21,939,Do Your Own Accounts,90,EASY,2024-10-04 09:09:00.000,2027-04-24 09:09:00.000,0.0,0.0
346,346,22,1540,100.0,98.97368966847506,19,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,65.0,84.0,5,6,2024-06-30 03:09:08,346,22,1540,-1,2020-11-28 07:09:33,1540,"Whiteboard Animation, Beginner To Expert - In 1 Hour!",60,EASY,2024-10-04 09:10:00.000,2028-12-15 09:09:00.000,10000.0,149.0
347,347,22,3033,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-07-27 11:23:29,347,22,3033,-1,2023-10-25 08:30:14,3033,Parse Server: From Front End to Full Stack,360,MEDIUM,2024-10-04 09:09:00.000,2033-01-16 09:09:00.000,0.0,0.0
348,348,22,1874,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-03-23 06:03:47,348,22,1874,-1,2024-08-06 12:09:28,1874,How To Play The Cajon: For Beginners,90,EASY,2024-10-04 09:09:00.000,2029-11-14 09:09:00.000,0.0,0.0
349,349,22,2744,20.84264559283924,69.64723903678052,17,IN_PROGRESS,None,14.0,9.0,9,6,2024-07-20 10:44:56,349,22,2744,-1,2023-10-15 01:47:52,2744,Angular 2 From The Ground Up,690,EASY,2024-10-04 09:09:00.000,2032-04-02 09:09:00.000,2084.264559283924,23.0
350,350,22,1218,100.0,99.56486109194128,12,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,100.0,74.0,7,9,2024-01-10 21:49:12,350,22,1218,-1,2021-07-02 09:31:45,1218,The Ultimate Drawing Course - Beginner to Advanced,660,EASY,2024-10-04 09:09:00.000,2028-01-28 09:09:00.000,10000.0,174.0
351,351,22,324,85.06155298873055,82.75675368335924,11,IN_PROGRESS,None,65.0,96.0,7,3,2024-06-03 05:30:19,351,22,324,-1,2020-11-10 13:55:01,324,Financial Model Fundamentals-Learn the Essential Skills,150,EASY,2024-10-04 09:09:00.000,2025-08-17 09:09:00.000,8506.155298873055,161.0
352,352,22,2040,37.06874717565975,61.48328601400315,19,IN_PROGRESS,None,22.0,98.0,1,5,2024-01-12 18:53:59,352,22,2040,-1,2021-12-11 08:34:38,2040,"Blues Guitar Lessons for Beginners: Chords, Rhythm and Lead",180,EASY,2024-10-04 09:09:00.000,2030-04-29 09:09:00.000,3706.874717565975,120.0
354,354,23,1097,100.0,64.96735981196903,5,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,95.0,21.0,2,4,2024-03-08 03:34:45,354,23,1097,-1,2020-01-01 08:22:47,1097,Gana en la Bolsa con Análisis Técnico,510,EASY,2024-10-04 09:09:00.000,2027-09-29 09:09:00.000,10000.0,116.0
355,355,23,973,89.87168950666819,83.95082966339882,25,IN_PROGRESS,None,28.0,28.0,10,7,2024-01-01 07:01:15,355,23,973,-1,2022-03-04 02:17:29,973,The Tax Advantaged Investor: A Guide to Legal Tax Reduction!,120,EASY,2024-10-04 09:09:00.000,2027-05-28 09:09:00.000,8987.168950666819,56.0
356,356,23,317,100.0,71.60780250890787,24,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,44.0,59.0,5,6,2024-02-02 11:26:50,356,23,317,-1,2021-07-21 20:23:57,317,Learn and Master the Basics of Finance,180,EASY,2024-10-04 09:09:00.000,2025-08-10 09:09:00.000,10000.0,103.0
357,357,23,2803,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-04-21 09:57:41,357,23,2803,-1,2024-02-12 17:09:39,2803,Complete RESPONSIVE Website Design with HTML5 & CSS3,540,EASY,2024-10-04 09:09:00.000,2032-05-31 09:09:00.000,0.0,0.0
358,358,23,879,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-31 05:48:30,358,23,879,-1,2022-11-28 13:01:37,879,Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,90,EASY,2024-10-04 09:09:00.000,2027-02-23 09:09:00.000,0.0,0.0
359,359,23,2848,100.0,59.83658883480835,19,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,40.0,55.0,9,8,2024-08-21 07:11:37,359,23,2848,-1,2020-09-05 02:59:59,2848,Hosting your static website on Amazon AWS S3 service,90,EASY,2024-10-04 09:10:00.000,2032-07-15 09:09:00.000,10000.0,95.0
360,360,23,2270,100.0,70.32527284847203,5,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,20.0,30.0,1,1,2024-04-02 22:14:39,360,23,2270,-1,2022-12-04 22:19:27,2270,Piano With Willie Building Technique with Scales Vol. 4,90,EASY,2024-10-04 09:09:00.000,2030-12-15 09:09:00.000,10000.0,50.0
361,361,23,1863,59.18023007553077,96.66411540404668,30,IN_PROGRESS,None,38.0,4.0,4,9,2024-07-09 09:22:30,361,23,1863,-1,2024-04-06 13:57:51,1863,Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,30,MEDIUM,2024-10-04 09:09:00.000,2029-11-03 09:09:00.000,5918.023007553077,42.0
362,362,23,1987,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-02-28 08:40:17,362,23,1987,-1,2021-04-15 22:59:42,1987,The Professional Guitar Masterclass,570,EASY,2024-10-04 09:09:00.000,2030-03-07 09:09:00.000,0.0,0.0
363,363,23,284,100.0,70.04460864207707,16,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,99.0,57.0,9,6,2024-03-10 18:28:01,363,23,284,-1,2021-01-21 08:23:18,284,Mit Finanzwissen zu besserem Unternehmertum,180,EASY,2024-10-04 09:09:00.000,2025-07-08 09:09:00.000,10000.0,156.0
364,364,23,1458,55.1455585993152,76.3418852833849,9,IN_PROGRESS,None,39.0,57.0,2,5,2024-08-04 14:09:21,364,23,1458,-1,2023-05-05 18:40:32,1458,Expert Guide : Mastering Shapes Creation with Illustrator,300,EASY,2024-10-04 09:09:00.000,2028-09-24 09:09:00.000,5514.55585993152,96.0
365,365,23,73,92.3778250917684,70.5684563559774,24,IN_PROGRESS,None,10.0,97.0,3,3,2024-01-09 07:56:44,365,23,73,-1,2023-07-09 22:30:33,73,Options Trading Basics (3-Course Bundle),660,EASY,2024-10-04 09:09:00.000,2024-12-09 09:09:00.000,9237.78250917684,107.0
366,366,23,967,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-26 08:35:38,366,23,967,-1,2023-09-15 18:40:21,967,The Psychology of Trading,60,EASY,2024-10-04 09:09:00.000,2027-05-22 09:09:00.000,0.0,0.0
367,367,24,3469,100.0,87.05593428323589,13,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,74.0,24.0,8,2,2024-03-17 12:17:26,367,24,3469,-1,2020-10-11 00:50:16,3469,WordPress Security - The Ultimate Security Guide,90,EASY,2024-10-04 09:09:00.000,2034-03-28 09:09:00.000,10000.0,98.0
368,368,24,2773,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-07-03 20:43:50,368,24,2773,-1,2022-02-24 22:33:03,2773,PHP Date and Time Course by Edwin Diaz,90,EASY,2024-10-04 09:09:00.000,2032-05-01 09:09:00.000,0.0,0.0
369,369,24,2856,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-29 16:43:30,369,24,2856,-1,2020-02-03 06:25:07,2856,AJAX : Let's build a COOL project,210,EASY,2024-10-04 09:09:00.000,2032-07-23 09:09:00.000,0.0,0.0
370,370,24,1916,100.0,85.32807136186429,15,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,96.0,83.0,8,10,2024-10-07 06:33:03,370,24,1916,-1,2023-10-26 20:20:48,1916,Learn the Violin - No Music Experience Necessary!,180,EASY,2024-10-04 09:09:00.000,2029-12-26 09:09:00.000,10000.0,179.0
371,371,24,408,20.676517970840703,55.383266654731614,23,IN_PROGRESS,None,89.0,18.0,5,6,2024-08-19 07:35:27,371,24,408,-1,2022-04-19 07:47:33,408,Quantitative Trading Analysis with R,450,EASY,2024-10-04 09:09:00.000,2025-11-09 09:09:00.000,2067.65179708407,107.0
372,372,24,2795,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-04-13 18:14:36,372,24,2795,-1,2021-11-18 22:59:19,2795,Angular 2 Demystified,210,EASY,2024-10-04 09:09:00.000,2032-05-23 09:09:00.000,0.0,0.0
373,373,24,2249,44.36697145525588,78.92924616484174,11,IN_PROGRESS,None,37.0,36.0,1,10,2024-01-27 19:34:17,373,24,2249,-1,2021-08-16 18:31:58,2249,The Ultimate Method for Learning Modern Piano & Keyboards,150,EASY,2024-10-04 09:09:00.000,2030-11-24 09:09:00.000,4436.697145525588,73.0
374,374,24,2481,100.0,56.41128862536567,13,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,42.0,81.0,10,8,2024-04-22 20:33:50,374,24,2481,-1,2021-12-06 00:38:47,2481,Aprende a tocar Jazz y Ritmos Latinos en la guitarra,180,EASY,2024-10-04 09:09:00.000,2031-07-14 09:09:00.000,10000.0,123.0
375,375,24,1384,41.37198933685728,89.25123793971163,3,IN_PROGRESS,None,48.0,78.0,7,5,2024-08-24 22:43:08,375,24,1384,-1,2022-08-14 09:13:03,1384,Ultimate Guide on Freelancing Career in Photoshop Design,390,EASY,2024-10-04 09:10:00.000,2028-07-12 09:09:00.000,4137.198933685729,126.0
376,376,24,2190,100.0,74.01828779885135,9,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,60.0,77.0,9,4,2024-02-12 01:30:20,376,24,2190,-1,2020-05-02 02:46:36,2190,Curso de Violão Popular,360,EASY,2024-10-04 09:09:00.000,2030-09-26 09:09:00.000,10000.0,137.0
377,377,25,3066,100.0,73.63541827004164,2,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,48.0,43.0,8,8,2024-08-28 17:35:47,377,25,3066,-1,2022-12-29 05:57:29,3066,Master Angular 4 by Example - Build 7 Awesome Apps!,480,EASY,2024-10-04 09:09:00.000,2033-02-18 09:09:00.000,10000.0,91.0
378,378,25,1812,100.0,62.44173346586304,21,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,38.0,81.0,2,9,2024-06-12 00:12:40,378,25,1812,-1,2023-10-16 18:06:00,1812,Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,120,EASY,2024-10-04 09:09:00.000,2029-09-13 09:09:00.000,10000.0,119.0
