id,assignmentId,userId,courseId,progress,score,timeInvested,completionStatus,certificateUrl,quizScore,assignmentScore,participationCount,timeSpentOnQuizzes,updatedAt
753,753,52,3087,100.0,88.7319188807585,20,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,29.0,69.0,9,3,2024-03-07 18:07:11
754,754,52,789,100.0,52.5871744281257,28,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,50.0,33.0,5,9,2024-02-19 03:04:12
755,755,52,957,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-26 12:21:53
756,756,52,918,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-02-24 23:48:25
757,757,52,2225,100.0,92.07889985611304,6,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,37.0,77.0,4,4,2024-08-23 09:03:07
758,758,52,592,100.0,94.30583193304471,22,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,24.0,91.0,4,10,2024-07-03 00:27:44
759,759,53,178,29.09748555427509,96.48149307984276,22,IN_PROGRESS,None,7.0,22.0,5,4,2024-04-15 14:07:57
760,760,53,1476,100.0,50.017845478979694,11,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,30.0,48.0,5,7,2024-02-11 19:56:04
761,761,53,3236,95.91995714840358,67.40947827881544,28,IN_PROGRESS,None,28.0,13.0,2,3,2024-04-22 13:45:58
762,762,53,2219,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-06-22 12:35:03
763,763,53,2736,36.89498185996653,65.83803449848611,28,IN_PROGRESS,None,53.0,49.0,8,6,2024-06-09 03:34:29
764,764,53,1392,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-10-07 18:10:45
765,765,53,3337,45.73316524861916,58.1489508679312,22,IN_PROGRESS,None,28.0,44.0,6,8,2024-09-07 11:28:21
766,766,53,1608,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-07-22 16:27:12
767,767,53,1482,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-07-16 20:39:04
768,768,54,370,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-07-18 10:37:57
769,769,54,2348,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-03-18 15:31:25
770,770,54,2517,100.0,97.05646465055348,25,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,59.0,27.0,10,8,2024-06-14 19:11:50
771,771,54,213,11.681537073135518,86.74752121502127,28,IN_PROGRESS,None,86.0,28.0,1,1,2024-04-07 04:38:55
772,772,54,1170,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-02-10 14:02:08
773,773,54,1231,56.79537218895133,86.91782313324981,19,IN_PROGRESS,None,99.0,37.0,5,6,2024-05-26 06:34:09
774,774,54,2044,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-05-10 09:14:01
775,775,54,643,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-06-29 05:21:03
776,776,54,3096,10.94872072747627,62.41003149786156,26,IN_PROGRESS,None,47.0,96.0,4,6,2024-07-15 04:39:42
777,777,54,2172,13.035659799255804,76.64386813343677,15,IN_PROGRESS,None,89.0,25.0,9,7,2024-05-18 16:29:57
778,778,54,3213,100.0,91.49330178855529,28,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,87.0,56.0,9,4,2024-06-14 08:28:11
779,779,55,366,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-24 23:04:53
780,780,55,3079,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-06 07:52:13
781,781,55,2153,100.0,80.48892687315706,12,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,76.0,86.0,9,8,2024-05-05 04:27:10
782,782,55,828,100.0,86.78796032134336,25,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,27.0,82.0,9,6,2024-02-09 12:12:59
783,783,55,1844,77.63792483199546,63.237567625085326,10,IN_PROGRESS,None,25.0,95.0,1,2,2024-04-03 16:18:01
784,784,55,1976,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-05-21 15:35:54
785,785,55,760,100.0,84.06269488351016,25,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,69.0,24.0,3,10,2024-07-11 03:42:30
786,786,55,756,16.1313321904908,94.2251200903648,18,IN_PROGRESS,None,21.0,92.0,7,3,2024-04-08 12:31:50
787,787,55,96,100.0,92.41680358378456,25,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,49.0,46.0,4,6,2024-07-18 22:34:13
788,788,55,2922,100.0,89.6042927445277,23,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,74.0,25.0,6,9,2024-08-24 06:32:34
789,789,55,1331,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-03-19 22:06:47
790,790,55,3019,21.961857636884275,61.10118952742252,24,IN_PROGRESS,None,8.0,52.0,7,8,2024-03-04 15:04:39
791,791,55,194,58.662688210227046,87.40729286870905,13,IN_PROGRESS,None,11.0,43.0,5,3,2024-08-23 13:43:30
792,792,55,897,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-02-28 18:20:16
793,793,55,923,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-08-07 16:11:45
794,794,55,3077,100.0,64.35072679224103,8,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,24.0,91.0,5,3,2024-09-25 14:52:57
795,795,55,606,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-04 02:38:32
796,796,56,1926,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-02-17 21:59:24
797,797,56,3565,100.0,51.77605827780912,9,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,87.0,88.0,9,6,2024-09-23 04:48:55
798,798,56,3624,100.0,70.64465882138829,24,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,55.0,84.0,3,3,2024-08-03 07:43:13
799,799,56,1668,93.30019619405064,75.95287854099384,12,IN_PROGRESS,None,67.0,10.0,1,6,2024-02-03 14:59:11
800,800,56,1940,11.501568047875354,90.5794792757968,5,IN_PROGRESS,None,50.0,82.0,3,5,2024-07-22 05:50:36
801,801,56,3157,100.0,57.97874118625681,7,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,33.0,26.0,5,6,2024-06-04 07:37:41
802,802,56,1169,100.0,66.81661957627901,19,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,55.0,53.0,1,9,2024-07-20 06:25:01
803,803,57,3032,29.698257858026267,52.04011210071796,12,IN_PROGRESS,None,84.0,77.0,5,2,2024-09-03 15:49:16
804,804,57,3308,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-03-20 01:01:15
805,805,57,1214,99.0518570683253,54.47514870797077,29,IN_PROGRESS,None,77.0,53.0,10,2,2024-01-22 00:04:23
806,806,57,1663,100.0,53.81262585760231,8,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,30.0,59.0,10,1,2024-06-16 21:33:59
807,807,57,504,46.0256080950373,60.496581295520784,18,IN_PROGRESS,None,83.0,19.0,9,3,2024-04-13 20:11:08
808,808,57,2743,100.0,81.2109013505733,23,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,45.0,99.0,8,10,2024-02-17 01:06:01
809,809,57,2057,100.0,77.279505489125,5,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,22.0,74.0,2,9,2024-02-27 14:35:13
810,810,57,3387,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-26 21:18:54
811,811,57,3673,100.0,99.89407565580656,9,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,96.0,22.0,9,4,2024-01-04 03:54:48
812,812,57,1933,5.980748242331934,63.73516660953536,3,IN_PROGRESS,None,76.0,17.0,8,6,2024-03-15 23:34:25
813,813,57,3569,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-05-31 04:47:26
814,814,57,791,100.0,50.62428129679089,8,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,60.0,33.0,3,7,2024-06-10 23:02:06
815,815,57,1006,100.0,69.18406824930968,11,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,20.0,76.0,10,3,2024-03-18 11:11:11
816,816,57,1836,9.967025767685575,55.35721582923164,24,IN_PROGRESS,None,4.0,66.0,4,6,2024-08-14 04:20:49
817,817,58,3352,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-08-29 09:07:02
818,818,58,3184,70.697664140379,53.76253803933983,5,IN_PROGRESS,None,4.0,24.0,7,5,2024-02-25 00:48:49
819,819,58,1119,20.03366848422152,95.1076288585208,28,IN_PROGRESS,None,42.0,90.0,4,8,2024-05-02 19:03:57
820,820,58,3591,100.0,52.018544041888994,8,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,97.0,91.0,6,7,2024-07-26 04:58:59
821,821,58,675,79.7281040206144,56.18613459026159,19,IN_PROGRESS,None,14.0,71.0,3,4,2024-06-12 21:14:04
822,822,58,1337,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-04-03 11:58:08
823,823,58,3008,100.0,56.30663351079707,21,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,95.0,53.0,6,1,2024-03-07 19:43:16
824,824,58,2383,96.09000993051298,55.73754517223338,17,IN_PROGRESS,None,16.0,100.0,2,8,2024-05-08 14:56:26
825,825,58,3451,62.06489042794621,63.300190155580864,19,IN_PROGRESS,None,47.0,8.0,8,9,2024-08-25 15:41:06
826,826,58,1068,51.22716104794779,82.53119710272796,24,IN_PROGRESS,None,61.0,21.0,9,1,2024-05-11 14:09:53
827,827,58,3405,100.0,84.40336011354344,12,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,65.0,81.0,3,2,2024-02-21 23:23:18
828,828,58,2246,100.0,56.72061693966642,9,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,70.0,64.0,1,6,2024-01-13 09:17:55
829,829,58,2966,96.1927149053019,68.18504330831115,30,IN_PROGRESS,None,16.0,70.0,4,1,2024-03-23 06:50:48
830,830,58,695,100.0,62.48531631998279,27,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,65.0,73.0,6,8,2024-03-25 06:54:19
831,831,58,3604,100.0,86.1940900299258,30,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,63.0,59.0,5,3,2024-04-19 10:26:15
832,832,58,3596,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-13 09:14:37
833,833,59,2748,37.9403860757659,72.86610425372263,21,IN_PROGRESS,None,89.0,53.0,9,8,2024-04-16 06:22:20
834,834,59,2616,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-30 05:29:33
835,835,59,3640,49.55359958203609,77.27369146912469,10,IN_PROGRESS,None,61.0,82.0,1,1,2024-02-26 21:08:53
836,836,59,2847,21.884783703823807,76.73586266751187,25,IN_PROGRESS,None,37.0,35.0,4,3,2024-03-31 10:04:13
837,837,59,1386,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-05-02 11:46:30
838,838,59,843,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-07-17 03:04:02
839,839,59,3158,28.87993790614839,77.59032569217626,2,IN_PROGRESS,None,23.0,50.0,8,7,2024-03-09 14:01:07
840,840,59,3565,21.790066014547627,72.42919317573843,12,IN_PROGRESS,None,72.0,24.0,4,2,2024-01-11 06:15:20
841,841,59,1929,6.743072466674671,89.45458055179743,16,IN_PROGRESS,None,32.0,87.0,5,5,2024-08-31 19:39:08
842,842,60,1833,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-24 00:54:19
843,843,60,899,85.78514433394363,91.3737167743544,30,IN_PROGRESS,None,80.0,70.0,8,2,2024-04-28 13:50:11
844,844,60,1068,100.0,52.67534362705646,5,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,52.0,38.0,10,5,2024-01-25 20:14:35
845,845,60,1550,100.0,98.04206759735273,7,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,44.0,81.0,4,10,2024-07-12 15:45:00
846,846,60,364,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-05-12 00:29:35
847,847,60,3419,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-13 11:06:24
848,848,60,3485,100.0,54.09062986807343,12,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,44.0,84.0,6,6,2024-08-07 23:44:52
849,849,60,639,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-23 19:32:44
850,850,60,1089,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-02 18:08:38
851,851,60,2492,50.96080007006661,68.7541282741297,22,IN_PROGRESS,None,36.0,45.0,8,10,2024-05-24 11:38:18
852,852,60,640,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-05-15 10:37:58
853,853,60,1285,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-01 02:48:52
854,854,60,3263,100.0,90.315875886887,8,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,20.0,25.0,4,9,2024-09-06 15:05:16
855,855,60,2013,100.0,60.03433722420625,2,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,97.0,75.0,3,7,2024-03-23 03:31:16
856,856,60,397,47.43818786618172,52.5004700654613,19,IN_PROGRESS,None,27.0,57.0,7,7,2024-07-06 14:15:36
857,857,60,1241,59.76868439954816,72.57233639710853,7,IN_PROGRESS,None,19.0,48.0,8,5,2024-07-18 06:40:18
858,858,60,1639,26.707226196558576,59.892255148242725,26,IN_PROGRESS,None,92.0,93.0,4,4,2024-04-07 00:13:53
859,859,60,389,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-06 14:08:17
860,860,60,516,10.058581131986932,52.157153697668384,28,IN_PROGRESS,None,96.0,98.0,2,9,2024-04-14 14:43:00
861,861,60,1058,37.00811093834572,92.43226855384898,17,IN_PROGRESS,None,96.0,19.0,7,9,2024-03-16 22:06:44
862,862,60,1996,100.0,64.28450373754256,26,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,78.0,51.0,1,1,2024-08-24 11:36:21
863,863,60,3629,100.0,58.162899001798536,21,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,44.0,61.0,5,5,2024-08-08 18:45:46
864,864,60,2866,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-08-06 12:55:36
865,865,61,1931,70.50844280444247,72.78277013997554,18,IN_PROGRESS,None,56.0,34.0,2,7,2024-02-10 11:45:48
866,866,61,509,100.0,74.93703372592684,23,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,36.0,40.0,2,2,2024-05-24 08:13:57
867,867,61,2764,20.21286875488352,68.25185400156546,12,IN_PROGRESS,None,6.0,93.0,5,9,2024-04-18 01:27:22
868,868,61,900,100.0,76.92007099150763,22,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,46.0,47.0,5,3,2024-07-08 09:32:51
869,869,61,910,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-05-22 21:52:02
870,870,61,2788,100.0,58.41754027335324,8,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,39.0,24.0,4,9,2024-04-13 09:56:03
871,871,61,1285,76.77428151978269,81.36069173385721,3,IN_PROGRESS,None,34.0,2.0,1,5,2024-05-29 23:57:12
872,872,61,2569,100.0,87.71652019434411,22,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,98.0,74.0,4,6,2024-07-11 15:41:18
873,873,61,2700,100.0,82.03991497659452,22,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,53.0,62.0,7,5,2024-05-11 17:51:00
874,874,61,498,100.0,96.7953148701208,15,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,47.0,29.0,10,9,2024-03-31 10:16:01
875,875,61,2291,100.0,85.31492763175333,2,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,63.0,88.0,9,3,2024-03-10 04:18:54
876,876,61,1089,77.68890289200189,66.18896112308718,5,IN_PROGRESS,None,81.0,33.0,8,1,2024-06-20 20:09:29
877,877,61,442,7.374091483724454,82.57941690305714,30,IN_PROGRESS,None,11.0,37.0,5,10,2024-05-27 05:22:32
878,878,61,416,91.69496630815036,78.3346139381898,4,IN_PROGRESS,None,8.0,51.0,6,9,2024-08-13 12:55:49
879,879,62,708,62.40165716956116,69.17831019029033,18,IN_PROGRESS,None,84.0,42.0,10,10,2024-03-04 04:16:13
880,880,62,2649,79.15638809890665,79.90884615402652,25,IN_PROGRESS,None,78.0,60.0,7,9,2024-03-04 07:39:57
881,881,62,3298,4.431961544135399,69.50540029109757,19,IN_PROGRESS,None,88.0,31.0,7,5,2024-03-20 07:38:59
882,882,62,516,100.0,88.86924201902272,20,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,98.0,72.0,2,2,2024-01-09 01:55:05
883,883,62,1567,100.0,88.41267469572907,4,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,56.0,88.0,9,10,2024-02-13 09:08:36
884,884,62,3415,88.2464790730742,61.70568438733704,24,IN_PROGRESS,None,35.0,66.0,4,3,2024-05-25 07:30:09
885,885,62,1027,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-06-30 18:05:51
886,886,62,2349,100.0,67.12557311168756,6,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,41.0,64.0,7,4,2024-01-18 01:10:00
887,887,62,175,42.15016352369224,72.7291145461389,21,IN_PROGRESS,None,10.0,78.0,3,8,2024-02-03 00:27:58
888,888,62,2541,29.992181973780983,90.61147325608972,15,IN_PROGRESS,None,36.0,29.0,5,9,2024-05-23 03:16:39
889,889,62,784,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-08 08:10:51
890,890,62,1350,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-07-06 14:14:13
891,891,62,2579,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-06-07 12:11:31
892,892,62,690,100.0,65.70465942004216,27,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,53.0,62.0,1,10,2024-07-05 23:09:36
893,893,63,2389,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-13 17:47:28
894,894,63,536,100.0,64.94547284459034,18,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,94.0,36.0,4,7,2024-02-17 18:04:37
895,895,63,2387,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-24 13:45:25
896,896,63,2985,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-06 00:14:44
897,897,63,2844,100.0,51.05311671553599,13,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,83.0,88.0,6,1,2024-09-19 14:48:39
898,898,63,3014,100.0,81.02872960788449,25,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,74.0,46.0,5,7,2024-09-22 16:51:37
899,899,63,1573,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-04-01 17:53:12
900,900,63,725,100.0,52.758154807849856,2,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,88.0,84.0,3,6,2024-04-16 10:57:03
901,901,63,98,32.93465032439745,89.66086390701554,13,IN_PROGRESS,None,2.0,97.0,2,5,2024-02-14 05:22:47
902,902,63,2216,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-06-07 01:29:16
903,903,63,3177,83.6389450719409,90.19973664447406,26,IN_PROGRESS,None,90.0,56.0,4,6,2024-05-23 21:05:03
904,904,63,1234,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-21 02:59:13
905,905,63,1503,27.80413747391685,72.45504211180753,25,IN_PROGRESS,None,73.0,3.0,7,7,2024-03-15 17:35:56
906,906,64,2410,6.08773172396444,66.02987470917239,30,IN_PROGRESS,None,77.0,100.0,10,7,2024-08-07 03:44:25
907,907,64,866,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-03-05 08:39:02
908,908,64,3000,100.0,61.16754879635565,24,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,71.0,86.0,2,1,2024-02-20 08:36:24
909,909,64,49,100.0,98.80914988475618,15,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,96.0,83.0,5,7,2024-04-20 14:20:54
910,910,64,1200,15.599251296128491,78.5383750638975,18,IN_PROGRESS,None,97.0,71.0,10,1,2024-10-07 21:02:25
911,911,64,140,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-07-21 09:00:38
912,912,64,2984,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-09 13:53:11
913,913,64,1641,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-07-26 07:26:11
914,914,64,1043,100.0,86.2823477714672,26,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,96.0,40.0,6,2,2024-10-03 05:46:17
915,915,64,2668,100.0,74.9868144071323,20,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,82.0,71.0,9,2,2024-07-26 21:27:24
916,916,64,689,100.0,83.75918867256576,23,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,25.0,36.0,2,5,2024-08-12 20:58:16
917,917,64,1057,100.0,51.92654669897944,24,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,48.0,48.0,5,4,2024-04-02 12:15:25
918,918,64,894,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-05-22 07:27:42
919,919,65,3407,100.0,87.29750346850662,16,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,67.0,93.0,7,9,2024-05-26 19:29:47
920,920,65,2330,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-03-31 06:46:46
921,921,65,2294,71.56682680392896,65.80120179369344,2,IN_PROGRESS,None,18.0,84.0,5,8,2024-09-08 12:57:45
922,922,65,2683,100.0,67.02718990754914,5,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,91.0,23.0,10,9,2024-05-28 10:17:49
923,923,65,3374,100.0,88.54354093110373,12,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,25.0,53.0,8,3,2024-08-23 01:06:10
924,924,65,1984,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-06-07 23:26:37
925,925,65,2419,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-12 23:00:19
926,926,65,640,100.0,95.00393789680636,28,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,47.0,69.0,1,8,2024-08-04 18:56:27
927,927,65,2979,100.0,51.26519492409758,6,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,52.0,27.0,3,8,2024-04-02 14:26:33
928,928,65,1476,6.71508270707738,68.1659754509003,3,IN_PROGRESS,None,25.0,60.0,1,5,2024-09-09 14:09:53
929,929,65,408,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-04-10 02:13:28
930,930,65,1821,29.1654882333072,80.26965570312326,22,IN_PROGRESS,None,24.0,33.0,1,4,2024-08-14 03:46:31
931,931,65,2024,71.66636229743919,60.2734637809284,8,IN_PROGRESS,None,19.0,58.0,3,9,2024-08-12 11:15:32
