id,title,duration,difficultyLevel,createdAt,updatedAt
448,"Build, Grow, and Protect Your Assets: A Step-by-Step Guide",210,EASY,2024-10-04 09:10:00.000,2025-12-19 09:09:00.000
449,The Advantages of ETF Options and Index Options Trading,60,MEDIUM,2024-10-04 09:09:00.000,2025-12-20 09:09:00.000
450,Learn to Trade Forex - from Beginner to Professional,750,EASY,2024-10-04 09:09:00.000,2025-12-21 09:09:00.000
451,"Investing In Stocks For Big Gains, Fundamental Investing",120,EASY,2024-10-04 09:09:00.000,2025-12-22 09:09:00.000
452,Introduction to Equity Markets,390,EASY,2024-10-04 09:09:00.000,2025-12-23 09:09:00.000
453,Beginners Guide To Ichimoku Trading,60,EASY,2024-10-04 09:09:00.000,2025-12-24 09:09:00.000
454,Financial Management - Ratio Analysis,330,EASY,2024-10-04 09:10:00.000,2025-12-25 09:09:00.000
455,ALGOTECH Hedge Fund Method for Stock Market Trading,19,EASY,2024-10-04 09:09:00.000,2025-12-26 09:09:00.000
456,Futures/Commodity Trading,330,EASY,2024-10-04 09:09:00.000,2025-12-27 09:09:00.000
457,Complete Claritas Investment Certificate,690,EASY,2024-10-04 09:09:00.000,2025-12-28 09:09:00.000
458,Introduction to the economics of public services regulation,480,MEDIUM,2024-10-04 09:09:00.000,2025-12-29 09:09:00.000
459,Accounting Standard 3 - An Analysis,60,MEDIUM,2024-10-04 09:09:00.000,2025-12-30 09:09:00.000
460,Essentials of money value: Get a financial Life !,37,EASY,2024-10-04 09:10:00.000,2025-12-31 09:09:00.000
461,Introduction to Forex Trading Business For Beginners,90,EASY,2024-10-04 09:09:00.000,2026-01-01 09:09:00.000
462,Cryptocurrency (BTC & ETH) Investment & Trading Course 2017,150,EASY,2024-10-04 09:09:00.000,2026-01-02 09:09:00.000
463,Introduction to Project Management for Finance and Acct'g,120,EASY,2024-10-04 09:09:00.000,2026-01-03 09:09:00.000
464,Best Practices in Corporate Budgeting,120,MEDIUM,2024-10-04 09:09:00.000,2026-01-04 09:09:00.000
465,Financial Statement Auditing Cycles,120,MEDIUM,2024-10-04 09:09:00.000,2026-01-05 09:09:00.000
466,Case studies on credit appraisal for bankers,210,EASY,2024-10-04 09:10:00.000,2026-01-06 09:09:00.000
467,Building a Balanced Scorecard,120,MEDIUM,2024-10-04 09:09:00.000,2026-01-07 09:09:00.000
468,Options Trading Foundation: Your journey to competency...,60,MEDIUM,2024-10-04 09:09:00.000,2026-01-08 09:09:00.000
469,Forex how traders beat the markest with little experience,60,EASY,2024-10-04 09:09:00.000,2026-01-09 09:09:00.000
470,CFA Level 2- Quantitative Methods,330,EASY,2024-10-04 09:09:00.000,2026-01-10 09:09:00.000
471,Foundations of Investing,120,EASY,2024-10-04 09:09:00.000,2026-01-11 09:09:00.000
472,Capital Market Road Map,240,EASY,2024-10-04 09:10:00.000,2026-01-12 09:09:00.000
473,TRADING: 5K CHALLENGE,60,MEDIUM,2024-10-04 09:09:00.000,2026-01-13 09:09:00.000
474,CurrencyFair - Avoid Bank Charges when converting currencies,40,EASY,2024-10-04 09:09:00.000,2026-01-14 09:09:00.000
475,Bitcoin - A Comprehensive Guide,150,EASY,2024-10-04 09:09:00.000,2026-01-15 09:09:00.000
476,Forex Trading,270,EASY,2024-10-04 09:09:00.000,2026-01-16 09:09:00.000
477,The True ' Secret Sauce  For Stock Market Success,180,EASY,2024-10-04 09:09:00.000,2026-01-17 09:09:00.000
478,Bookkeeping to Command Senior Bookkeeping Wages,270,EASY,2024-10-04 09:10:00.000,2026-01-18 09:09:00.000
479,Take Your Career to the Next Level with MBA Finance,120,EASY,2024-10-04 09:09:00.000,2026-01-19 09:09:00.000
480,How to Read Financial Statements:  Build Financial Literacy.,90,EASY,2024-10-04 09:09:00.000,2026-01-20 09:09:00.000
481,Accounting Books of Accounts (College Level),90,EASY,2024-10-04 09:09:00.000,2026-01-21 09:09:00.000
482,Forex Trading Profitably,40,EASY,2024-10-04 09:09:00.000,2026-01-22 09:09:00.000
483,Learn How to Trade Pump and Dumps. 5 Setups Well Explained.,120,EASY,2024-10-04 09:09:00.000,2026-01-23 09:09:00.000
484,Bitcoin Trading 101,120,EASY,2024-10-04 09:10:00.000,2026-01-24 09:09:00.000
485,Visualizing Data,390,MEDIUM,2024-10-04 09:09:00.000,2026-01-25 09:09:00.000
486,IFRS Financial Reporting,210,EASY,2024-10-04 09:09:00.000,2026-01-26 09:09:00.000
487,Forex Trading System: Correlation EUR/GBP vs GBP/USD,60,MEDIUM,2024-10-04 09:09:00.000,2026-01-27 09:09:00.000
488,"SAP Crystal Reports:Master-Detail,Cross-Tab,Sub-Reports",120,EASY,2024-10-04 09:09:00.000,2026-01-28 09:09:00.000
489,Learn Financial Accounting Different,360,EASY,2024-10-04 09:09:00.000,2026-01-29 09:09:00.000
490,CFA Level I Workshop 4: Fixed Income and Equity,90,EASY,2024-10-04 09:10:00.000,2026-01-30 09:09:00.000
491,"IAS37 - Provisions, Contingents Liabilities & Assets",240,EASY,2024-10-04 09:09:00.000,2026-01-31 09:09:00.000
492,What You Should Know to Become a Trader,90,EASY,2024-10-04 09:09:00.000,2026-02-01 09:09:00.000
493,Financial Reporting A Comprehensive Study,480,EASY,2024-10-04 09:09:00.000,2026-02-02 09:09:00.000
494,An Abundance Mindset: How to Craft Yours,270,EASY,2024-10-04 09:09:00.000,2026-02-03 09:09:00.000
495,Forex Trading Profit 183%p.a : Trend is Our Friend-ALGOTREND,36,EASY,2024-10-04 09:09:00.000,2026-02-04 09:09:00.000
496,How to Build a Massive Retirement Plan from Scratch!,120,EASY,2024-10-04 09:10:00.000,2026-02-05 09:09:00.000
497,Financial modeling: Build a forward looking financial model,120,EASY,2024-10-04 09:09:00.000,2026-02-06 09:09:00.000
498,Trading for Beginners - Entry Level,90,EASY,2024-10-04 09:09:00.000,2026-02-07 09:09:00.000
499,Bitcoin or How I Learned to Stop Worrying and Love Crypto,480,EASY,2024-10-04 09:09:00.000,2026-02-08 09:09:00.000
500,Trend Following Stocks: A Complete Trading System,210,HARD,2024-10-04 09:09:00.000,2026-02-09 09:09:00.000
501,Forex Basics,210,EASY,2024-10-04 09:09:00.000,2026-02-10 09:09:00.000
502,Accounting Bank Reconciliation Statement (College Level),90,EASY,2024-10-04 09:10:00.000,2026-02-11 09:09:00.000
503,Bitcoin - Ethereum: Trading -Watch me manage my own account!,150,EASY,2024-10-04 09:09:00.000,2026-02-12 09:09:00.000
504,FOREX : Learn Technical Analysis,1080,EASY,2024-10-04 09:09:00.000,2026-02-13 09:09:00.000
505,FastTrack to Stock Trading Strategies,210,EASY,2024-10-04 09:09:00.000,2026-02-14 09:09:00.000
506,Algorithmic futures trading - Investing with no experience,90,EASY,2024-10-04 09:09:00.000,2026-02-15 09:09:00.000
507,Succeed in Forex Even if You Don't Know Where to Start!,1170,EASY,2024-10-04 09:09:00.000,2026-02-16 09:09:00.000
508,Hedge Fund Accounting and Valuation,34,EASY,2024-10-04 09:10:00.000,2026-02-17 09:09:00.000
509,"Binary, Forex, Stock and Bitcoin Trading Strategy",37,EASY,2024-10-04 09:09:00.000,2026-02-18 09:09:00.000
510,2 Easy Steps To Investment And Avoiding Traps,60,EASY,2024-10-04 09:09:00.000,2026-02-19 09:09:00.000
511,Ethereum Course for Investors,60,EASY,2024-10-04 09:09:00.000,2026-02-20 09:09:00.000
512,Using Xero for your bookkeeping needs  do beautiful business,60,EASY,2024-10-04 09:09:00.000,2026-02-21 09:09:00.000
513,Capital Market Immersion,1470,EASY,2024-10-04 09:09:00.000,2026-02-22 09:09:00.000
514,Forex Trading :RSI Indicator-A Secret Weapon,90,EASY,2024-10-04 09:10:00.000,2026-02-23 09:09:00.000
515,"Trading Mindset, and Three Steps To Profitable Trading",90,EASY,2024-10-04 09:09:00.000,2026-02-24 09:09:00.000
516,Professional Bookkeeping & Accounting 4:Trial Balance & More,60,EASY,2024-10-04 09:09:00.000,2026-02-25 09:09:00.000
517,"Internal Controls - Design, Implementation and Monitoring",390,EASY,2024-10-04 09:09:00.000,2026-02-26 09:09:00.000
518,Forex online live trading system (Special Offer),330,EASY,2024-10-04 09:09:00.000,2026-02-27 09:09:00.000
519,Winning Options Trading System,450,EASY,2024-10-04 09:09:00.000,2026-02-28 09:09:00.000
520,Learn The ABC's Of Investing And Understanding True Financial Value,90,EASY,2024-10-04 09:10:00.000,2026-03-01 09:09:00.000
521,How to invest in Russian equity market,90,MEDIUM,2024-10-04 09:09:00.000,2026-03-02 09:09:00.000
522,Handle difficult questions the bank manager will ask you,60,EASY,2024-10-04 09:09:00.000,2026-03-03 09:09:00.000
523,Credit Control Procedures,34,EASY,2024-10-04 09:09:00.000,2026-03-04 09:09:00.000
524,FMT: Forex Market Trader Certificate,120,EASY,2024-10-04 09:09:00.000,2026-03-05 09:09:00.000
525,Six Stage Negotiation,150,EASY,2024-10-04 09:09:00.000,2026-03-06 09:09:00.000
526,Financial Reporting - Fundamentals/Basics,150,EASY,2024-10-04 09:10:00.000,2026-03-07 09:09:00.000
527,Decide whether to Invest in a Business ,60,EASY,2024-10-04 09:09:00.000,2026-03-08 09:09:00.000
528,UK Tax Returns with HMRC,60,EASY,2024-10-04 09:09:00.000,2026-03-09 09:09:00.000
529,Financial Market Environment & Investment Strategies,90,EASY,2024-10-04 09:09:00.000,2026-03-10 09:09:00.000
530,How to Obtain a Business Loan,34,EASY,2024-10-04 09:09:00.000,2026-03-11 09:09:00.000
531,Evolution and Features of ETFs,43,EASY,2024-10-04 09:09:00.000,2026-03-12 09:09:00.000
532,Cost Accounting Operating Costing(Professional Course Level),60,EASY,2024-10-04 09:10:00.000,2026-03-13 09:09:00.000
533,Trade RSI Breakout Strategy: Great Risk/Reward Ratio (Forex),120,EASY,2024-10-04 09:09:00.000,2026-03-14 09:09:00.000
534,"Day trading strategy for all level, with 72% success rate",32,EASY,2024-10-04 09:09:00.000,2026-03-15 09:09:00.000
535,"Accounting, Finance and Banking - A Comprehensive Study",1980,EASY,2024-10-04 09:09:00.000,2026-03-16 09:09:00.000
536,Advanced Technical Analysis PART1!,180,MEDIUM,2024-10-04 09:09:00.000,2026-03-17 09:09:00.000
537,Advanced Financial Management for CA / CS / CFA /CPA Exams,1470,EASY,2024-10-04 09:09:00.000,2026-03-18 09:09:00.000
538,Learn the Foundations of Stocks and Options,450,EASY,2024-10-04 09:10:00.000,2026-03-19 09:09:00.000
539,Forex Trading Masterclass - Learn To Trade Better,180,EASY,2024-10-04 09:09:00.000,2026-03-20 09:09:00.000
540,Introduction to Accounting - Analyzing Financial Statements,60,MEDIUM,2024-10-04 09:09:00.000,2026-03-21 09:09:00.000
541,Credit Risk Analysis,210,MEDIUM,2024-10-04 09:09:00.000,2026-03-22 09:09:00.000
542,Fund Flow Analysis for CA / CFA / CPA Exams,90,MEDIUM,2024-10-04 09:09:00.000,2026-03-23 09:09:00.000
543,Python for Trading & Investing,300,EASY,2024-10-04 09:09:00.000,2026-03-24 09:09:00.000
544,Stocks For Beginners - A Guide To Investing,60,EASY,2024-10-04 09:10:00.000,2026-03-25 09:09:00.000
545,Intro to Impact Investing,32,EASY,2024-10-04 09:09:00.000,2026-03-26 09:09:00.000
546,Stock Market - Swing Trading Strategies for Wall Street,60,EASY,2024-10-04 09:09:00.000,2026-03-27 09:09:00.000
547,Essential Options: Strategies for Mastering the Stock Market,300,MEDIUM,2024-10-04 09:09:00.000,2026-03-28 09:09:00.000
548,The Day Trader: Learn to Trade The Stock Market and Forex,630,EASY,2024-10-04 09:09:00.000,2026-03-29 09:09:00.000
549,Introduction To The World Of Equity Finance,120,EASY,2024-10-04 09:09:00.000,2026-03-30 09:09:00.000
550,Stock Technical Analysis with Excel,420,EASY,2024-10-04 09:10:00.000,2026-03-31 09:09:00.000
551,Beginners Forex strategy,60,EASY,2024-10-04 09:09:00.000,2026-04-01 09:09:00.000
552,Mortgage Backed Securities,210,EASY,2024-10-04 09:09:00.000,2026-04-02 09:09:00.000
553,The Complete Financial Model Builder Course-Build 7 Models,540,EASY,2024-10-04 09:09:00.000,2026-04-03 09:09:00.000
554,Fundamental Financial Math,150,EASY,2024-10-04 09:09:00.000,2026-04-04 09:09:00.000
555,Equity Swaps,180,EASY,2024-10-04 09:09:00.000,2026-04-05 09:09:00.000
556,Proven Methods In Trading Candlestick Patterns,90,EASY,2024-10-04 09:10:00.000,2026-04-06 09:09:00.000
557,Read financial statements as a stock investor,120,EASY,2024-10-04 09:09:00.000,2026-04-07 09:09:00.000
558,Investing: How to Fix Hidden Flaws Inside Your Portfolio,60,EASY,2024-10-04 09:09:00.000,2026-04-08 09:09:00.000
559,Certificate Program in Financial Accounting,270,EASY,2024-10-04 09:09:00.000,2026-04-09 09:09:00.000
560,Trading Biotech Stocks - Understanding the Healthcare Sector,90,EASY,2024-10-04 09:09:00.000,2026-04-10 09:09:00.000
561,Indian Contract Act 1872: Must for all Finance Professionals,60,EASY,2024-10-04 09:09:00.000,2026-04-11 09:09:00.000
562,Fundraising Success: The Art & Science of Major Gifts,150,MEDIUM,2024-10-04 09:10:00.000,2026-04-12 09:09:00.000
563,Smart Trading Techniques for Safe & Consistent Weekly Result,150,MEDIUM,2024-10-04 09:09:00.000,2026-04-13 09:09:00.000
564,Technical Trading and Investing Made Easy,90,MEDIUM,2024-10-04 09:09:00.000,2026-04-14 09:09:00.000
565,Budgeting for Business,150,EASY,2024-10-04 09:09:00.000,2026-04-15 09:09:00.000
566,Complete Guide to Business Loans,90,EASY,2024-10-04 09:09:00.000,2026-04-16 09:09:00.000
567,Hot Trading Investing Strategy: ETF and Futures,150,EASY,2024-10-04 09:09:00.000,2026-04-17 09:09:00.000
568,Financial Management - A Complete Study,4290,EASY,2024-10-04 09:10:00.000,2026-04-18 09:09:00.000
569,MQL4 Programming for Traders: Build Robust Trading Robots!,420,EASY,2024-10-04 09:09:00.000,2026-04-19 09:09:00.000
570,Ultimate Stock Market Investing: Learn How to Value Stocks,210,EASY,2024-10-04 09:09:00.000,2026-04-20 09:09:00.000
571,Collection of Advanced Options concepts for Options traders,60,HARD,2024-10-04 09:09:00.000,2026-04-21 09:09:00.000
572,No Bull Investing: Investing 101 For Financial Freedom,390,EASY,2024-10-04 09:09:00.000,2026-04-22 09:09:00.000
573,Financial Modeling - Build Your Own 3 Statement Projection,60,EASY,2024-10-04 09:09:00.000,2026-04-23 09:09:00.000
574,Small Business Owners: Drive a Productive Business and Grow,180,EASY,2024-10-04 09:10:00.000,2026-04-24 09:09:00.000
575,Successful Day Trading with Fibonacci,120,EASY,2024-10-04 09:09:00.000,2026-04-25 09:09:00.000
576,Short Straddles - Exploit Earnings Option Volatility Crush,35,HARD,2024-10-04 09:09:00.000,2026-04-26 09:09:00.000
577,Bitcoin For Beginners: Your Quick Start Guide To Bitcoin,60,EASY,2024-10-04 09:09:00.000,2026-04-27 09:09:00.000
578,Technical Analysis 101: Ten Primary Candlestick Reversals,420,EASY,2024-10-04 09:09:00.000,2026-04-28 09:09:00.000
579,Financial Analysis:  A Recipe for Success,90,EASY,2024-10-04 09:09:00.000,2026-04-29 09:09:00.000
580,"Basics of Fixed Income Valuation, CFA Level I 2017 Prep",210,EASY,2024-10-04 09:10:00.000,2026-04-30 09:09:00.000
581,Intro to Financial Statement Audits,90,MEDIUM,2024-10-04 09:09:00.000,2026-05-01 09:09:00.000
582,"How to Get Growing, Passive Income from the Fortune 500!",60,EASY,2024-10-04 09:09:00.000,2026-05-02 09:09:00.000
583,Managing Budgets in the Public and Non Profit Sector,120,EASY,2024-10-04 09:09:00.000,2026-05-03 09:09:00.000
584,System of Asset Management for Professionals (SAMP),60,HARD,2024-10-04 09:09:00.000,2026-05-04 09:09:00.000
585,How to invest in Forex Trading & add an additional income,120,EASY,2024-10-04 09:09:00.000,2026-05-05 09:09:00.000
586,Tax made simple for Limited Company Owners and Contractors,180,EASY,2024-10-04 09:10:00.000,2026-05-06 09:09:00.000
587,Introduction to the 8 Pillars for Accountants,37,EASY,2024-10-04 09:09:00.000,2026-05-07 09:09:00.000
588,FX Trading for Beginners,90,EASY,2024-10-04 09:09:00.000,2026-05-08 09:09:00.000
589,Write a Successful Business Grant Proposal,150,EASY,2024-10-04 09:09:00.000,2026-05-09 09:09:00.000
590,A Guide To Trade Binary Options Like An Expert,60,EASY,2024-10-04 09:09:00.000,2026-05-10 09:09:00.000
591,Ratio analysis for bankers and credit analysts,180,EASY,2024-10-04 09:09:00.000,2026-05-11 09:09:00.000
592,Numbers for the  Business Plan,90,EASY,2024-10-04 09:10:00.000,2026-05-12 09:09:00.000
593,Dash Crypto Currency Technical and Trading Overview Bootcamp,60,EASY,2024-10-04 09:09:00.000,2026-05-13 09:09:00.000
594,1 - Concepts of Statistics For Beginners Step by Step,31,EASY,2024-10-04 09:09:00.000,2026-05-14 09:09:00.000
595,4. Ordinary Simple Annuities: The Basics,90,EASY,2024-10-04 09:09:00.000,2026-05-15 09:09:00.000
596,الدروس التعليمية لسوق الفوركس والأسواق المالية الأخرى,1230,EASY,2024-10-04 09:09:00.000,2026-05-16 09:09:00.000
597,Financial Risk Manager (FRM) Certification: Level II,2820,EASY,2024-10-04 09:09:00.000,2026-05-17 09:09:00.000
598,Level 1 2014 CFA® Program – Corporate Finance,180,EASY,2024-10-04 09:10:00.000,2026-05-18 09:09:00.000
599,3. Compound Interest ,120,EASY,2024-10-04 09:09:00.000,2026-05-19 09:09:00.000
600,8. Amortization Schedules,60,EASY,2024-10-04 09:09:00.000,2026-05-20 09:09:00.000
601,Finance Fundamentals for Non Finance Leaders,60,EASY,2024-10-04 09:09:00.000,2026-05-21 09:09:00.000
602,Strategy layout and Backtesting,240,HARD,2024-10-04 09:09:00.000,2026-05-22 09:09:00.000
603,Easy Forex and Futures Trading,870,EASY,2024-10-04 09:09:00.000,2026-05-23 09:09:00.000
604,Finanzas y Análisis Financiero: Manejo Seguro de Negocios,90,EASY,2024-10-04 09:10:00.000,2026-05-24 09:09:00.000
605,Aprende a hacer paper trading (simulación) con Ninja Trader,90,EASY,2024-10-04 09:09:00.000,2026-05-25 09:09:00.000
606,Trading mit kleinen Konten - Grundlagen die du kennen musst,210,EASY,2024-10-04 09:09:00.000,2026-05-26 09:09:00.000
607,entiende la contabilidad y consigue un aumento de salario,90,EASY,2024-10-04 09:09:00.000,2026-05-27 09:09:00.000
608,Trade for Profit: Find-Trade Stocks Successfully Arabic عربي,150,EASY,2024-10-04 09:09:00.000,2026-05-28 09:09:00.000
609,Trading Forex  - L'analyse des volumes,120,EASY,2024-10-04 09:09:00.000,2026-05-29 09:09:00.000
610,Disminuye deudas en tu hogar en menos de 30 días,90,EASY,2024-10-04 09:10:00.000,2026-05-30 09:09:00.000
611,CPA 10 COMPLETO,300,EASY,2024-10-04 09:09:00.000,2026-05-31 09:09:00.000
612,Trading Intradiario basado en Precio y Volumen,90,MEDIUM,2024-10-04 09:09:00.000,2026-06-01 09:09:00.000
613,Aprenda Cálculo Financeiro de Forma Simples,120,EASY,2024-10-04 09:09:00.000,2026-06-02 09:09:00.000
614,Wie funktionieren Bitcoin? Ein Einführungskurs.,37,EASY,2024-10-04 09:09:00.000,2026-06-03 09:09:00.000
615,Estruturação Financeira,210,EASY,2024-10-04 09:09:00.000,2026-06-04 09:09:00.000
616,Five steps to becoming a winner in stock investing,180,EASY,2024-10-04 09:10:00.000,2026-06-05 09:09:00.000
617,Financial Accounting Plus Excel and SAP Crash Course.,60,EASY,2024-10-04 09:09:00.000,2026-06-06 09:09:00.000
618,Introduction to Financial Consolidation under IFRS,90,EASY,2024-10-04 09:09:00.000,2026-06-07 09:09:00.000
619,How to read a Profit & Loss Account and Balance Sheet,120,EASY,2024-10-04 09:09:00.000,2026-06-08 09:09:00.000
620,Learn Bookkeeping From Scratch,180,EASY,2024-10-04 09:09:00.000,2026-06-09 09:09:00.000
621,ACCA MA1 Management Information,210,EASY,2024-10-04 09:09:00.000,2026-06-10 09:09:00.000
622,Introduction to Bitcoin for Beginners,34,EASY,2024-10-04 09:10:00.000,2026-06-11 09:09:00.000
623,Stock Trading: Ultimate Guide to swing trading stocks,41,EASY,2024-10-04 09:09:00.000,2026-06-12 09:09:00.000
624,Bookkeeping Systems,60,EASY,2024-10-04 09:09:00.000,2026-06-13 09:09:00.000
625,Precious Metal Equities,60,EASY,2024-10-04 09:09:00.000,2026-06-14 09:09:00.000
626,Start Now: A Rescue Plan for Retirement Late Savers,39,EASY,2024-10-04 09:09:00.000,2026-06-15 09:09:00.000
627,Eu Funding: Module 2 - Introduction to Horizon 2020,60,MEDIUM,2024-10-04 09:09:00.000,2026-06-16 09:09:00.000
628,How I Make Money Writing About Stocks Online,150,EASY,2024-10-04 09:10:00.000,2026-06-17 09:09:00.000
629,Tradeonomics - Four Steps to Mastering Economic Indicators,240,EASY,2024-10-04 09:09:00.000,2026-06-18 09:09:00.000
630,Improve Your Financial Literacy,120,EASY,2024-10-04 09:09:00.000,2026-06-19 09:09:00.000
631,Forex Trading : Power Of Moving Averages,240,EASY,2024-10-04 09:09:00.000,2026-06-20 09:09:00.000
632,Demystifying Your Personal Tax Return,60,EASY,2024-10-04 09:09:00.000,2026-06-21 09:09:00.000
633,Samuel and Co Trading - Stock & Forex Trading,330,EASY,2024-10-04 09:09:00.000,2026-06-22 09:09:00.000
634,Accounting Department's Tips & Tricks - Beginner to Advanced,360,EASY,2024-10-04 09:10:00.000,2026-06-23 09:09:00.000
635,Certificate Program In Management Accounting,360,EASY,2024-10-04 09:09:00.000,2026-06-24 09:09:00.000
636,How I Trade Forex Successfully,90,EASY,2024-10-04 09:09:00.000,2026-06-25 09:09:00.000
637,Professional Trading With Institutional Supply & Demand,330,EASY,2024-10-04 09:09:00.000,2026-06-26 09:09:00.000
638,Master Calendar Spreads with this live trade on Gold (GLD),60,HARD,2024-10-04 09:09:00.000,2026-06-27 09:09:00.000
639,Accounting 101: Guide to Business Accounting,870,EASY,2024-10-04 09:09:00.000,2026-06-28 09:09:00.000
640,An Introduction to Financial Markets on Wall Street,120,EASY,2024-10-04 09:10:00.000,2026-06-29 09:09:00.000
641,Win 90% of Trades; Quantitative Investments Models in Excel,90,EASY,2024-10-04 09:09:00.000,2026-06-30 09:09:00.000
642,The Forex Pivot Points Trading Strategy,120,EASY,2024-10-04 09:09:00.000,2026-07-01 09:09:00.000
643,Your Business by the Numbers,180,EASY,2024-10-04 09:09:00.000,2026-07-02 09:09:00.000
644,Forex - Trade Gartley with Precision - Complete Strategy,90,EASY,2024-10-04 09:09:00.000,2026-07-03 09:09:00.000
645,Bitcoin & Ethereum Course (2 Course Bundle),150,EASY,2024-10-04 09:09:00.000,2026-07-04 09:09:00.000
646,Create Trading Robot Without Coding Skills!,60,EASY,2024-10-04 09:10:00.000,2026-07-05 09:09:00.000
647,Accounting and the Triple Bottom Line,33,MEDIUM,2024-10-04 09:09:00.000,2026-07-06 09:09:00.000
648,MQL5 - Beginner To Expert,90,EASY,2024-10-04 09:09:00.000,2026-07-07 09:09:00.000
649,How to be A High Performance Insurance Broker Part 2,120,EASY,2024-10-04 09:09:00.000,2026-07-08 09:09:00.000
650,"CFA Level I Workshop 5: Corp Finance, Quants II & Derivative",60,EASY,2024-10-04 09:09:00.000,2026-07-09 09:09:00.000
651,Xero Bookkeeping Course & Certification by Accounting Firm,120,EASY,2024-10-04 09:09:00.000,2026-07-10 09:09:00.000
652,Trading News Using Binary Options,90,EASY,2024-10-04 09:10:00.000,2026-07-11 09:09:00.000
653,Trading Trends in ANY Market,120,EASY,2024-10-04 09:09:00.000,2026-07-12 09:09:00.000
654,Financial Statements Analysis: Learn to Invest Like a Pro!,150,EASY,2024-10-04 09:09:00.000,2026-07-13 09:09:00.000
655,Contango VXX - ETF Options Trading - Double Your Investment,60,EASY,2024-10-04 09:09:00.000,2026-07-14 09:09:00.000
656,Mergers and Acquisitions M&A Essentials You Need to Know,60,EASY,2024-10-04 09:09:00.000,2026-07-15 09:09:00.000
657,TRADING MARKET MAP,210,EASY,2024-10-04 09:09:00.000,2026-07-16 09:09:00.000
658,How To Confidently Join The Bitcoin Revolution,420,EASY,2024-10-04 09:10:00.000,2026-07-17 09:09:00.000
659,High Probability Trading Across Any Market: Stocks & Forex,1110,EASY,2024-10-04 09:09:00.000,2026-07-18 09:09:00.000
660,Option Trading for Rookies: Make & Manage Profitable Trades,120,EASY,2024-10-04 09:09:00.000,2026-07-19 09:09:00.000
661,Your First Successful Forex Trades - With Case Studies,150,EASY,2024-10-04 09:09:00.000,2026-07-20 09:09:00.000
662,MCA Accountancy and Financial Management -Paper MCS 35 IGNOU,2610,EASY,2024-10-04 09:09:00.000,2026-07-21 09:09:00.000
663,"High-Frequency Trading #1: Basics, History & Strategies",36,EASY,2024-10-04 09:09:00.000,2026-07-22 09:09:00.000
664,Financial Accounting - The Ultimate Beginner Course,600,EASY,2024-10-04 09:10:00.000,2026-07-23 09:09:00.000
665,Level 1 2014 CFA® Program – Derivatives,150,EASY,2024-10-04 09:09:00.000,2026-07-24 09:09:00.000
666,The Complete Investing Guide: How to Beat Wall Street,330,EASY,2024-10-04 09:09:00.000,2026-07-25 09:09:00.000
667,"Bitcoins - Past, Present, Future",90,EASY,2024-10-04 09:09:00.000,2026-07-26 09:09:00.000
668,Learn Accounting by Specific Examples - Part 1,38,EASY,2024-10-04 09:09:00.000,2026-07-27 09:09:00.000
669,Forex: Presentation and  Analysis (Fundamental & Technical),90,EASY,2024-10-04 09:09:00.000,2026-07-28 09:09:00.000
670,Year-end QuickBooks Procedures,120,EASY,2024-10-04 09:10:00.000,2026-07-29 09:09:00.000
671,Price Action Gap Trading Strategies,60,MEDIUM,2024-10-04 09:09:00.000,2026-07-30 09:09:00.000
672,How to start a successful career in finance?,120,EASY,2024-10-04 09:09:00.000,2026-07-31 09:09:00.000
673,Level 1 2014 CFA® Program – Equity Investments,270,EASY,2024-10-04 09:09:00.000,2026-08-01 09:09:00.000
674,Wealth Management,210,EASY,2024-10-04 09:09:00.000,2026-08-02 09:09:00.000
675,Basics of Private Equity,40,MEDIUM,2024-10-04 09:09:00.000,2026-08-03 09:09:00.000
676,Curso Completo del Mercado FOREX,330,EASY,2024-10-04 09:10:00.000,2026-08-04 09:09:00.000
677,Como Investir em Ações para Iniciantes,60,EASY,2024-10-04 09:09:00.000,2026-08-05 09:09:00.000
678,Robots de Forex: espere ganar 175%p.a! Incluye Robot de Fx! ,300,EASY,2024-10-04 09:09:00.000,2026-08-06 09:09:00.000
679,６時間でインターバンク市場を攻略！最短距離でトレード基礎力,240,EASY,2024-10-04 09:09:00.000,2026-08-07 09:09:00.000
680,Matemática Financeira de um jeito fácil,90,EASY,2024-10-04 09:09:00.000,2026-08-08 09:09:00.000
681,ビットコイン生態系｜既存通貨が主役をやめる日,90,EASY,2024-10-04 09:09:00.000,2026-08-09 09:09:00.000
682,Trading Forex - Trader avec les figures harmoniques,120,EASY,2024-10-04 09:10:00.000,2026-08-10 09:09:00.000
683,Введение в Финансовую Инженерию,300,EASY,2024-10-04 09:09:00.000,2026-08-11 09:09:00.000
684,Aprenda a Investir no Tesouro Direto Passo a Passo,60,EASY,2024-10-04 09:09:00.000,2026-08-12 09:09:00.000
685,資産運用の基礎を学ぶファイナンス入門,240,EASY,2024-10-04 09:09:00.000,2026-08-13 09:09:00.000
686,Aprende a invertir y deja que tu dinero trabaje para ti,840,EASY,2024-10-04 09:09:00.000,2026-08-14 09:09:00.000
687,Buchführung lernen leicht gemacht,300,EASY,2024-10-04 09:09:00.000,2026-08-15 09:09:00.000
688,Day Trading: High ROI Day Trading ,390,MEDIUM,2024-10-04 09:10:00.000,2026-08-16 09:09:00.000
689,Flow Management and Forecasting,60,EASY,2024-10-04 09:09:00.000,2026-08-17 09:09:00.000
