courseId,Course Title,Average Total Score
763,Forex & Financial Market Trading Tutorial- Online Strategies,156.0
764,Learn to trade Candlestick Patterns,43.0
765,High-Frequency Trading #2: Market Structure & Instruments,0.0
766,The Art Of Financial Valuation With Certificate,0.0
767,Sensitivity & Scenario Analysis for CA / CFA / CPA Exams,85.33333333333333
768,"Economics:   Competition, Elasticity, a little Game Theory",145.0
769,Quantitative Trading Analysis with Python,0.0
770,Invest Like a Pro!,46.5
771,Options Trading Essentials: The ULTIMATE Guides,58.0
772,ACCA FA1 Recording Financial Transactions,130.0
773,CFA® Level 1 2014 – Portfolio Management,42.5
775,Small Business and Managerial Accounting Training Tutorial,126.0
777,The Complete Litecoin Crypto Currency Bootcamp,0.0
778,Bank Reconciliation & VAT on Excel,0.0
780,Learn to invest in the Stock Market,141.0
781,FX Commodity Chart Trading Patterns for Success,117.0
782,Forex Elite Trading,164.0
784,Kickstarter success in 5 easy steps,0.0
786,Planning and Executing a Financial Statement Audit,172.0
788,How to achieve personal transformation,72.0
789,Basic Bookkeeping,83.33333333333333
791,Practical Film Financing: Finding & Pitching Investors,129.0
792,Ratio Analysis for Financial Statements,132.0
796,"Backspreads, Diagonals and Butterflies - Advanced Strategies",4.5
797,Trade Forex 13 Patterns - Golden Ratios Secret Revealed,133.0
799,Weekly Options and study of Options expiration dynamics,0.0
801,Learn to Reliably Invest In The Stock Market,58.0
802,Hedge Fund Trading Systems Part Two - Stocks & ETFs,143.0
803,Stock Market Option Trading: How Sell Options For Premium,99.0
804,Straddles and Strangles - Volatility moves in any direction,64.0
805,Debt Collection Management: Get Paid On Time EVERY TIME!,123.0
807,Trading: Basics of Trading for Beginners,0.0
808,Options Spreads Bundle-  the heart of Options Trading,85.5
810,Investment Portfolio Analysis with R,0.0
811,Basics of Economics For Beginners A to Z - A Complete Course,101.0
813,Financial Modeling for Professionals in 1 Day!,94.66666666666669
814,Create Your Own Automated Stock Trading Robot In EXCEL!,0.0
815,FOREX: From Zero To Hero,88.0
816,Learn Call Options and Put Options - Introduction to Options,71.0
817,1. Principles of Simple Interest ,70.2
818,Double Entry Bookkeeping,84.0
819,MQL5 Tutorial Bootcamp,99.0
821,"Buying, Selling, and Storing Precious Metal",123.0
822,Accounting Skills for Managers,102.5
823,Analysis and Evaluation of Economic Feasibility of Projects,41.5
824,Technical Analysis: Understanding Price Action,0.0
825,Bitcoin For Beginners,168.0
827,Basel II,71.0
828,Forex Trading Plan,109.0
831,Introduction to Small Business Accounting Training Tutorial,135.0
832,Learn Basic Concepts of Economics Step by Step - Complete,156.0
833,Introduction to Digital Payments ,68.0
835,Bitcoin Investing: The Complete Buy & Hold Strategy,96.0
836,Financial Modeling in Excel for Startups,82.0
837,Learn to Trade Forex Naked Price Action Big Shadow Trade,147.0
839,Build a Trading Comps Valuation Model,0.0
840,The Advanced Forex Course for Smart Traders,36.66666666666666
843,Financial Management Capital Market Instruments,44.333333333333336
844,NPV and IRR Techniques for CA / CFA / CPA Exams,143.0
845,Commercial Credit Analysis,0.0
846,Essential Finance For Managers,57.5
847,Bitcoin for Accountants,0.0
848,ProTrader -  Advanced Technical Analysis,0.0
849,Binary Options Masterclass,58.75
850,188% Profit in 1Year - Forex ALGO Robot Trading no indicator,111.0
852,Yield Curve Dynamics,0.0
853,Value Investing and Stock Market Fundamentals,87.66666666666667
854,Media Training for Financial Service Professionals,116.66666666666669
855,Learn the Forex Naked Price Action Pogo Trade,117.0
856,Forex - Price action Reversal Strategy,149.5
857,Budget preparation for an EU project proposal,125.0
858,Corporate Finance and Alternative Investment for CFA L1,75.33333333333333
861,TopTrader Academy - Complete Options Course,92.0
862,Working Capital Management for Entrepreneurs,68.0
863,Learn Quickbooks to maintain books properly,0.0
864,CFA Level I Foundation: Introduction to Financial Reporting,47.66666666666666
865,"Fixed Income Valuation and Analysis, CFA L2",116.0
866,Corporation Tax Returns UK,20.166666666666668
867,Trading For Busy People,81.0
868,Basics of Trading,77.0
870,Investment Portfolio Analysis with Python,102.5
871,Day Trading Market Structure Signals,137.5
873,"Accounting Basics by Hector Garcia, CPA",0.0
876,Take Control By Learning The Stock Market Now,0.0
879,Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,45.0
880,high swing - كورس لتعليم جميع مراحل احتراف تداول الفوركس,0.0
882,财务分析与估值建模入门,123.0
883,Aprende desde cero a operar el mercado de divisas FOREX,75.0
884,Cómo usar Metatrader 4 para hacer trading?,122.0
885,Zoho Books Gestion Financière d'Entreprise pas à pas,45.5
886,Aprende a llevar la contabilidad de forma informatizada,110.0
887,Psicología del trading,47.0
889,"Erfolgreich als Signalgeber/in, per Social- und Copytrading",117.0
891,Teeter-Totter Accounting,74.0
894,Learn to trade using technical analysis,0.0
896,Workshop on Banking Credit Analysis Process,0.0
897,The Cuckoo Strategy to get European Funding,67.5
898,Accounting - The 6 most important rules you must learn,83.5
899,Mutual Funds for Investors in Retirement Accounts,87.0
900,Free Ways to Create Passive Income Online,57.66666666666666
902,The Cash Flow Statement - An Introduction,0.0
906,Valuation of Goodwill for CA / CFA / CMA Exams,55.0
908,SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,144.0
909,Intermediate Accounting 1: Easy. Fast. Simple!,53.333333333333336
910,Global Macro Investing - Take Control Of The World's Markets,0.0
911,How to Read a Balance Sheet,27.5
912,Credit Repair from a Financial Institution,135.66666666666666
913,The Binary Institute -  Binary Options Trading Course,71.0
914,Mental Models For Wall Street - Become A Better Trader,0.0
915,株式投資に向く性格に変えるための心理学を学ぶ,0.0
918,Cómo Crear Políticas Contables bajo NIIF para PYMES,26.0
919,Finanzas Personales para Vivir Libre de Deudas,131.0
922,Aktiver Vermögensaufbau mit ETF,110.0
923,Socorro! Preciso Organizar as Minhas Finanças!,0.0
925,Le basi del Trading,56.0
927,Profit and Loss Account for bankers and credit analysts,72.0
929,Black Scholes Option Pricing Model,101.0
930,Chief Wealth Officer,67.0
933,2. Principles of Simple Interest - advanced problems,118.0
934,School of Raising Capital: Agile Financial Modeling,53.0
935,How to Read Financial Statements,23.0
936,"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",0.0
937,Reach Your Personal Financial Goals the Easy Way (2017 UK),70.33333333333333
938,Bitesize Bookkeeping for busy people,0.0
939,Do Your Own Accounts,0.0
941,Accounting for everyone! ,151.0
942,Stock Fundamental Analysis with Excel,88.0
943,Financial Accounting For Beginners,90.0
944,Trading: How Transformative Learning Drives Expertise,68.66666666666667
945,Manual Bookkeeping,149.5
946,Numeracy skills in business and everyday life:Think and Deal,145.0
948,Straight From Business School: Create Financial Statements,0.0
951,Forex trading with binary options,181.0
953,Cost Accounting - A Comprehensive Study,147.0
954,How to become a successful day trader,134.0
955,Essentials of Finance and Investment in 2 hours,0.0
956,Public Speaking: You Can Give Great Financial Presentations,133.5
957,Professional Trading - Consistent Profits with Low Risk!,0.0
960,Options Basics & Trading With Small Capital! - Level 1,142.0
961,Forex trading Basic to advance Professional Level course,92.66666666666669
965,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,95.0
967,The Psychology of Trading,34.5
968,Professional Forex Strategy+2 weeks for FREE trading alerts,94.0
969,Stock Trading Essentials for Day Traders,112.0
971,Portfolio Management CFA L1 2016,108.0
973,The Tax Advantaged Investor: A Guide to Legal Tax Reduction!,56.0
974,The Smart Option Trader,23.0
975,Beginners Chart Patterns Trading for Penny Stocks,124.0
977,CFA® Level 1 2014 – Alternative Investments,41.5
978,Interest Rate Swaps,130.0
985,"Silver, Gold, and Inflation",122.0
987,Beginner Financial Analysis: Invest Like Warren Buffett,0.0
988,Advance Technical Analysis,116.0
989,The Everyday Investor: Building Wealth with Venture Capital,0.0
990,QuickBooks Online : Inventory Management For Non-Finance,113.0
991,Law Matters,69.0
992,Learn to Trade for Profit: Finding Winning Stocks - Chinese,80.33333333333333
993,Financial Accounting Part 2 - Passing The Class,139.0
994,Simple Options Trading System,68.0
995,Investments and Financial Markets,36.0
996,Legal Accounting,88.0
998,Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping,56.5
999,Trade Show Samurai,38.0
1000,Forex Harmonic Trading- With Multiple Forex Chart Examples,80.0
1001,The Cost of Capital: The Key To Attract Venture Capitalists,104.0
1003,Learn To Trade The Forex Naked Price Action Acapulco Trade,110.0
1006,Learn to Pick the Right Stock Broker Account,72.0
1009,Learn To Invest In 7 Steps,107.0
1010,Sell like a Pro: Insider Secrets of Successful Selling!,152.5
1011,3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,0.0
1012,6. Annuities Due and Deferred,0.0
1013,CFA® Level 1 2014 – Quantitative Methods,108.5
1014,IFRIC 13-Customer Loyalty Programmes (Revenue),182.0
1015,FOREX Currency Trading For Beginners,36.5
1016,Basic Technical Analysis,0.0
1017,Forex:Trade Management & Psychology,54.0
1018,"Working Capital assessment for bankers, credit analysts",18.5
1019,"CFA Level I Workshop 6: Alternatives, PM and Economics ",112.0
1020,CFA Level I Workshop 3: Financial Reporting & Analysis II,7.0
1021,How to trade in the Forex market,144.0
1022,Bookkeeping Practicals with Software,155.0
1023,8 Steps To Achieve Financial Freedom And Escape Debt,60.0
1024,Trading Basics in 30 minutes,0.0
1025,Technical Charting,128.0
1027,Nest Egg Investing,63.66666666666666
1028,Economics for beginners - Various Concepts,0.0
1029,Investing in Stocks & Shares,96.0
1030,Learn Financial Modeling from Scratch - Part 2,150.0
1033,'Geometry Of Chance strategy of defeating the roulette.,85.0
1034,Trading Algorítmico en Forex: Crea tu primer Robot de Forex!,23.0
1036,Introducción a la contabilidad,106.0
1037,Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,53.66666666666666
1038,Contabilidad Gubernamental en México,61.0
1039,株式投資に必要なスキルの学習手順を学ぶ,160.0
1040,Formação de preços em serviços,118.0
1042,Торговля дельта-нейтральными стренглами,122.0
1043,Guía práctica para comprar acciones en la Bolsa de USA,68.0
1044,Contabilidad Financiera: Conoce el Lenguaje de los Negocios.,65.0
1046,Curso de Iniciación al Trading,112.5
1048,3 documentos clave para administrar tu empresa con éxito,103.0
1049,Forex/Opciones Binarias para Principiantes,158.5
1050,15 Mandamientos para ganar dinero en Bolsa,0.0
1051,Le bitcoin et la blockchain,24.0
1053,Торговля опционами: Как заработать на волатильности,77.0
1054,Estrategias de Inversión aplicadas al mundo del trading,0.0
1055,バイナリーオプション取引,0.0
1056,Caza los Enormes Movimientos del Mercado,37.0
1057,Le basi del trading online,96.0
1058,自分に合った投資信託を見つけよう！,115.0
1059,Monatlich Geld anlegen für später!,91.0
1060,Invierte en la Bolsa Mexicana y de USA,134.0
1061,Gestão Financeira Para Pequenas e Médias Empresas,149.0
1063,Tudo sobre Investimentos em Renda Fixa,100.0
1064,Aprende a invertir sin capital,67.0
1065,Apprendre à trader sur le marché du Forex - guide complet,90.0
1066,Introducción a las Finanzas,0.0
1067,Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,168.0
1068,Forex para Principiantes-Ejemplos en VIVO de Trading Real,85.5
1069,Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien,98.25
1071,Accounting Cycle: Learn the concepts in 60 minutes,30.666666666666668
1072,Optimize! Make Best Decisions with Microsoft Excel,0.0
1073,Understanding The Stock Market: For Beginners,0.0
1074,CFA® Level 1 2014 – FI,85.0
1075,9. Sinking Funds,0.0
1076,Managerial Accounting - The Ultimate Beginner Course!,54.333333333333336
1077,Forex Trading for Beginners Vol 1:A Forex Course Made Simple,0.0
1078,Accounting - Basic Costing ,138.0
1079,"Double Your Salary With Free, Local, Job Training Courses",0.0
1080,Financial Modeling - Facebook Case Study,76.0
1081,Understanding Financial Derivatives,89.0
1083,Forex - Help I cant Trade,0.0
1084,Start-up financial modeling for non-finance professionals,35.0
1086,Easy Finance For Startups,153.0
1087,"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",87.8
1089,Breakeven Analysis and Pricing,79.66666666666667
1090,Tally ERP Complete Training in Urdu / Hindi,66.0
1091,Accounting Simplified,116.0
1092,Series 7: Intermediate Options,148.0
1093,Accounting and Business Basics,115.0
1097,Gana en la Bolsa con Análisis Técnico,116.0
1098,Precificação - Calculando valor de venda baseado nos custos,121.0
1099,Cómo ganar dinero invirtiendo en bolsa,76.5
1104,Grundlagen der finanziellen Unabhängigkeit,0.0
1105,"Wie Du, Dir auch mit kleinen Beträgen ein Vermögen aufbaust",100.0
1108,Core Financial Statement Concepts,0.0
1109,Understand Core Finance Principles in 60 Minutes,122.5
1110,Learn Wave accounting to maintain books properly,96.0
1111,Making Tax Digital - UK HMRC Legislation Explained,22.5
1112,Surviving Introduction to Finance,0.0
1113,Cost of Capital and Weighted Average Cost of Capital,99.5
1114,Studying the CFA Program exams (Mandarin language version),73.33333333333333
1116,≪虎の巻≫証券取引の「税金のお悩み」解消,0.0
1119,Learn How To use Channels to find amazing Forex Entries,84.66666666666667
1120,"Financial Analysis, from Scratch to Professional!",114.0
1123,The Intelligent Investor,89.28571428571429
1125,Binary Options Beginners Guide : Nadex,48.0
1126,Trading: From Wall Street to Your Street,52.0
1128,Tax Preparation: Learn Fast! Prepare Taxes with Confidence!,50.0
1129,Tax Strategies of the Wealthy,65.0
1130,The Ultimate Fibonacci Trading Plan for Forex and Stocks,0.0
1131,Finance and Accounting for Startups,31.0
1133,The Complete Forex Trader,48.75
1134,Tape Reading: Learn how to read the tape for day trading,159.0
1136,Trading Robot Forex Programs in Your Sleep in Live Examples!,76.66666666666667
1138,An Intro into Trading the Financial Markets,72.0
1140,How to Trade Commodity and Financial Futures for a Living!,86.66666666666667
1141,How to Trade Forex like a Hedge Fund: Long FX Strategies,165.0
1142,Complete Short Financial Ratio Course for Financial Analysis,0.0
1143,How to Build Profitable FOREX Automated Trading Strategies!,92.0
1145,Management Accounting A Complete Study,131.0
1146,Become a Career Day Trader: Asian-Pacific Futures Markets,111.66666666666669
1147,Equity Products,90.5
1148,Financial Accounting Part I - Passing the Class,40.0
1149,Accounting 102: Guide to Business Accounting,108.0
1150,Monetizing Your Website: How to Add Cost-Per-Action (CPA) ,32.333333333333336
1151,Advanced Finance and Accounting for Startups,52.5
1155,Banking Credit Analysis Process (for Bankers),90.5
1156,Professional Forex strategy,145.0
1157,A Beginners Guide to Technical Analysis of Stock Charts,64.0
1158,Get out of Debt - The Power of Using Compounding Interest,115.2
1159,Day Trading - Learn to Day Trade / Swing Trade In One Hour.,86.0
1160,Basel Norms (Basel 1/ Basel 2/ Basel 3) Simplified,122.66666666666669
1163,Financial Accounting Made Easy for All,115.0
1164,Ultimate Guide To Trading Engulfing Candlestick Strategy,44.0
1165,Learn Business Finance: Win more work as a Business Coach ,59.0
1166,Accounting for Depreciation (Collage Level),69.75
1167,Revealed: Profitable Principles of Successful Traders ,0.0
1168,Easy Market Profits: 3 Step Stock Investing Strategy,0.0
1169,Hedge Fund Trading Systems For Stocks - Part One,108.0
1170,Bonds For Beginners - A Guide To The Bond Markets,28.25
1171,Professional Risk Manager (PRM) Certification: Level 4,46.5
1172,Crowdfunding for Filmmakers,64.0
1173,How to Make IT Work Successfully in Capital Markets,85.0
1174,Introduction to Day Trading,58.333333333333336
1175,Life Coach Business Basics: Finance and Operations,0.0
1176,Learn How to Profit In Forex With Market Rhythms,0.0
1178,Investimento em Ações para Leigos,90.0
1180,Forex Trading: Strategia Correlazione EUR/GBP vs GBP/USD,37.0
1181,Finanzielle Unabhängigkeit-2 Millionär werden mit Investment,45.5
1182,カードゲームでカンタンに理解する！経済とお金のキホン,0.0
1183,Contabilidad rápida y eficaz,116.5
1184,Introducción al trading de opciones,109.0
1186,Trader sur le Forex avec Ichimoku,40.0
1187,العلوم والمبادئ الأساسية للمهنة الإكتوارية,113.0
1188,トレーディングビュー徹底攻略2017年版,48.0
1189,Kostenrechnung lernen leicht gemacht,0.0
1190,MetaTrader4 Platform Training,126.5
1192,Step by step guide to understand how business perform,107.8
1193,How to Grow your Small Business and not run out of Cash,143.0
1195,"An Introduction: MT4 Email, Sound, Notification Forex Alerts",72.5
1196,Innovators and innovation: Travel through time!,98.5
1197,Learn How to Trade The Stock Market,25.0
1198,How To Earn Some Bitcoin Every Time You Use A Search Engine,0.0
1200,Financial Modeling and Valuation: Complete Beginner to Pro,56.0
1201,Learn to trade Chart Patterns,0.0
1202,Anatomy and Figure Drawing for Beginners,167.0
1206,Logo Design in Adobe Illustrator - for Beginners & Beyond,79.25
1208,Create Professional Looking Infographics With No Experience,91.0
1209,Discover How to Draw and paint Comics,194.0
1210,Typographic Logos: Typography and Lettering for Logo Design,0.0
1212,Canva Graphics Design Essential Training For Everyone,47.333333333333336
1214,Illustrator Quick Tip：10分でKawaiiカメレオンを描こう,130.0
1215,Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,0.0
1216,画像加工の初心者でも「１日」で初歩を覚えられる無料講座,109.0
1218,The Ultimate Drawing Course - Beginner to Advanced,174.0
1219,Ultimate Photoshop Training: From Beginner to Pro,0.0
1220,Photoshop for Entrepreneurs - Design 11 Practical Projects,31.666666666666668
1221,Anatomy for Figure Drawing: Mastering the Human Figure,0.0
1222,Sketch 3 from A to Z: Become an App Designer,135.5
1224,Logo Design Masterclass: Learn Logo Design + Illustrator,65.25
1225,How to Draw and Sketch for Beginners,128.33333333333334
1226,Graphic Design Masterclass: Learn Graphic Design in Projects,75.0
1228,Vector Logo Design in Affinity Designer,90.0
1229,How To Create A Low Poly Portrait With The Pen Tool,0.0
1231,How to Create Kindle & Ebook Covers with Canva,68.0
1232,How To Make Professional eBook Covers For FREE,67.0
1233,Design Business Card in Photoshop: Earn Money by Doing It,0.0
1234,Learn to create beautiful web interfaces and logos,62.0
1235,Illustrated Logo Design,80.0
1236,Color Basics for Print Designers,147.0
1237,Digital Photo Manipulation Art And Cover Design In PhotoShop,76.5
1238,Drawing Perspective For Beginners,71.0
1241,MicroStation - Células,67.0
1243,Como Criar Logos de Sucesso - Start Designer,101.66666666666669
1245,Photoshop - Aprende a Transformar Imágenes,0.0
1247,Adobe Photoshop pentru Social Media,0.0
1250,Aprenda Modelagem 3D com o 123D Design,142.66666666666666
1251,Ferramentas Visuais,0.0
1252,Adobe Indesign CC Başlangıç,36.5
1253,How to Doodle: Basics and Lettering,53.5
1254,Mastering Photoshop CC 2017 - The Art of Design & Technology,68.5
1255,Design a logo for FREE in Inkscape,107.0
1256,Foundation Skills on Adobe Illustrator: Learn Fast!,119.0
1257,How To Create Amazing Cinemagraphs with Microsoft PowerPoint,102.5
1258,Canva : Graphic Design Theory Volume1,87.0
1259,Master App Icon Design for iPhone (IOS) & Android Devices,90.0
1260,Photoshop: How to create stunning collages,0.0
1261,Mastering advance Photoshop,0.0
1262,Logo Designing for Your Business in an Hour,98.0
1263,DIY Design Professional Web Banners in Photoshop 4 Beginners,106.0
1264,Photoshop CC for Beginners - A Comprehensive Crash Course,157.5
1268,Diventa un professionista del Graphic Design,82.66666666666667
1269,Formação em Design Gráfico com Corel Draw Versões X8 / 2017.,122.0
1270,ABC do Photoshop CC,136.0
1271,Photoshop para iniciante - o básico,115.0
1272,Curso Online de Adobe Illustrator CC e CS6,0.0
1274,Photoshop from Zero to Hero ( Arabic ),101.0
1275,Photoshop Essentials - Uma Introdução Detalhada,145.0
1277,Expert Guide : Mastering Types feature in illustrator !,132.0
1279,Most Wanted Flat Design Techniques #2: Hipster Businessman,153.0
1280,All-in-One Premium Design Course - Scratch to Pro+ Edition,54.0
1281,Typography 101: Picking the Right Fonts for Business Success,83.0
1282,Editorial Illustration Tutorial: From Drawing to Photoshop,37.0
1283,Kindle eBook Cover Design and Book Illustration Guide,87.0
1284,Removing Backgrounds From Images using Adobe Photoshop,135.0
1285,Graphic Design Secrets Revealed,34.2
1286,Drawing in Perspective,137.0
1287,"Digital Art in Adobe Illustrator CC: Angry Bird, Tom & Jerry",71.66666666666667
1288,Adobe Illustrator For Beginners: Design A Typographic Logo,185.0
1289,Surface Pattern Design : Create Scandinavian Patterns,14.0
1291,How to design a business card on Photoshop (for beginners),83.0
1293,Figure Drawing From Life Using The Reilly Technique.,122.0
1294,Drawing Cartoony Characters,142.0
1295,Learn Blender 3D  - The introduction course,51.0
1296,Inkscape For Beginners 2016/2017,170.0
1297,Make yourself a Santa Claus: Photoshop Manipulation,79.0
1299,Digital Illustration: Make A Custom Character Illustration,165.0
1303,Photoshop CC MasterClass,48.0
1304,Become A Logo Designer ,83.0
1305,Learn Illustrator By Recreating Top 3 Logos - Beginner Guide,84.0
1306,Illustrative Surface Patterns Design : From Life To Products,63.75
1308,Creating an animated greeting card via Google Slides,58.0
1309,Photoshop: Learn Digital Painting Basics in Photoshop,163.0
1310,Learning Photoshop CC 2014 in Egyptian Arabic ,25.0
1311,Make tech circles in Photoshop in 30 minutes!,111.0
1313,Learn Corel x7 Like a Pro,79.0
1314,Make tech circles in Adobe Illustrator in 30 minutes,119.33333333333331
1315,Easy Illustration and 2D Animation,87.0
1316,Make Tech circles in Adobe Photoshop and Illustrator,24.5
1318,Calligraphy for Beginners: Creating Strong Lines,46.0
1319,Canva: Design Album Cover Artwork in Minutes - No More Fees!,96.66666666666669
1320,Getting Started With Photoshop CC,189.0
1321,Learn Adobe Photoshop in 1 Hour,0.0
1322,Learn Comic Book Color Flatting! (Coloring Assistant role),64.0
1325,Conviértete en un experto de photoshop cc naked series,69.0
1327,商業好設計-Illustrator個性商品設計,37.0
1328,Ilustración de la A a la Z,0.0
1329,Diseño Gráfico fácil y rápido.,57.0
1330,超基礎！超入門！〜作りながら学ぶ。完全無料3DCGソフトBlender〜,132.5
1331,调色高级讲解,0.0
1332,Curso de Corel Draw: Como Hacer Todo para tu Fiesta Temática,73.0
1333,Infodesign,160.0
1336,Photoshop: Creando efectos de luz,55.66666666666666
1337,Learning Photoshop CC 2015,0.0
1338,Create Awesome Ebook Covers Using Microsoft Word,0.0
1339,Photoshop Essentials: Designing FaceBook Graphics,113.0
1342,Logo Design for Entrepreneurs ,0.0
1343,Sketch 3: Design a mobile application from scratch,58.333333333333336
1344,Draw a Kitten,0.0
1345,Adobe Photoshop Essentials: Master Adobe Photoshop CS6,51.5
1347,Texturing For Designers - Bring Life to Design With Textures,66.0
1348,Learn Advanced Photoshop Selections,119.5
1350,Domina el Diseño Gráfico para Web con Photoshop CC,87.33333333333333
1351,Graphicriver Autor – Verkaufe deine Designs online,145.0
1352,Adobe Illustrator CC,87.0
1354,"Illustrator para criação de peças gráficas, Design Gráfico",48.0
1355,Photoshop Workflow - Manipulação de imagem para Publicidade,52.0
1356,Como Produzir Ebook e Livros com Adobe Indesign CC e CS6,0.0
1357,Curso básico de Gimp; software gratis de diseño gráfico,94.5
1358,Curso Completo de SolidWorks 2016.,124.0
1359,なぞるだけですぐできる! 簡単手描きイラスト講座,62.0
1361,Convert Image to Vector in Adobe illustrator,148.5
1362,Design & Create Vector Graphics With Inkscape 2016,0.0
1363,GIMP for Beginners. Make Your Own Professional Book Covers,164.0
1364,Learn Photoshop Quickly (For Bloggers & Web Images),72.25
1369,Learn Photoshop for Design: 100% Practical Projects,89.5
1370,Logo Design Theory & Application Bootcamp,59.0
1371,LaTeX for Professional Publications,50.0
1372,The Design Theory Blitz,0.0
1373,Book Design With MS Word And Canva ,109.0
1374,Learn to Design a Letterhead - A Beginners Course,32.0
1375,Creating Icons with Adobe Illustrator,8.0
1376,Create Stunning Infographics to Share your Ideas,125.0
1377,How to stylize your photos in Photoshop with color overlays,0.0
1378,Business Card and Letterhead Design in Adobe Illustrator,41.0
1379,A Complete Guide to Successful Freelance Logo Design Career,0.0
1380,The Logo Design Process From Start To Finish,0.0
1382,Typography Fundamentals - Feel confident with type!,64.0
1384,Ultimate Guide on Freelancing Career in Photoshop Design,86.5
1385,Photoshop - Como criar Fusão de forma profissional,124.0
1386,"Photoshop, Illustrator, InDesign & Graphic Design Principles",56.333333333333336
1388,Indesign - Para quem quer trabalhar com Design Gráfico,146.0
1389,Primeros Pasos con Photoshop CC,140.0
1390,Cómo Diseñar Logos,94.5
1391,Photoshop para principiantes: ¡De cero a experto!,134.0
1392,Photoshop Avançado - Pós Produção e fusão com 3D,0.0
1394,خطوتك الأولى لتعلم الفوتوشوبPhotoshop,59.333333333333336
1395,master course - realistisch zeichnen lernen,107.0
1396,Photoshopマスターコース　基礎から上級まで　ステップバイステップでPhotoshopのすべてを学ぼう,156.0
1399,Mastering Photoshop: From Beginner to Industry Professional,0.0
1401,Start Making Comics with Manga Studio 5 / Clip Studio Paint,56.0
1402,Most Wanted Flat Design Techniques #1: Desert Island,41.0
1403,Photoshop Quickstart Guide to Digital Sketching,0.0
1404,Gestalt Principles & Pattern Design : Create Festive Pattern,0.0
1408,Photoshop | GIMP: Quick & Easy Image Hacks for Beginners,64.66666666666667
1409,Learn Photoshop CC Essentials,96.0
1410,Mobile App Design: From Beginner to Intermediate,89.0
1412,Graphic Design for Entrepreneurs...Who Can't Draw,81.33333333333333
1413,BUSINESS CARD DESIGN IN POWERPOINT,117.5
1416,Graphic Design - An Overview of the Field,46.66666666666666
1418,FLAT ICON DESIGN IN POWERPOINT,135.0
1420,Bring your sketch to life - learn digital illustration,75.5
1424,Blender Modelling Series - Volume Two,55.0
1425,Master Adobe Photoshop Lightroom CC - From Beginner to Advan,57.5
1426,Design bestselling T-shirts from Beginner to Expert.,58.5
1427,Digital Painting for Cartoon Characters,62.5
1429,The Play-Doh Technique: Fun Hand-made Vectors In Illustrator,66.5
1431,How to create flat design icons in 15 minutes in Illustrator,116.5
1432,Adobe - Create a professional logo step-by-step (Beauty),52.0
1433,Essential Skills for Designers - Mastering the Pen Tool,150.0
1435,Learn  After Effects and master 3d layers in after effects,56.5
1437,History of Art and Design from XV to XXI century,0.0
1438,App Design + Web Design + Photoshop = Combined Course,131.5
1439,Adobe Illustrator CC for beginners,76.0
1440,Complete Portrait and Figure Drawing (step-by-step),0.0
1443,Become a Professional Logo Designer,0.0
1444,Learn Photoshop Actions - Save time with repetitive tasks,95.5
1445,Essential Skills for Designers - Masking,91.33333333333331
1446,Mastering Photoshop Elements 13 Made Easy Training Tutorial,101.0
1447,"Become a Graphic Designer, and earn a living from it",139.66666666666666
1449,Adobe Illustrator For Everyone: Create Detailed Vector Image,134.0
1450,Learn Digital Drawing in Photoshop,68.5
1452,Logo Design for Everybody,58.0
1453,Pixelmator - Create Vector Graphics From Scratch,53.5
1455,Most Wanted Flat Design Techniques #3: Office Space,106.0
1456,Flat Design - Create Beautiful Flat Graphics In Photoshop,57.0
1457,T-Shirt Design Workshop 01: Foundation,67.0
1458,Expert Guide : Mastering Shapes Creation with Illustrator,72.5
1459,Logo Portfolio in 1 Hour in Wordpress,83.5
1461,How to Design Simple Promotional Materials in Photoshop,124.0
1465,"Quote Images for Pinterest, Facebook, & Instagram",0.0
1466,Adobe Illustrator: Create a Quick & Easy Unique Illustration,82.0
1468,Photoshop In-Depth: Master all of Photoshop's Tools Easily,177.0
1470,After Effects - Alles rund um das Tracking,132.0
1471,Introducción al retrato realista con Photoshop,104.0
1473,Técnicas Photoshop: Reformar Campo de golf,113.0
1475,誰でもわかる Adobe Photoshop CS5,0.0
1476,MicroStation - Niveles,67.0
1477,Crea personajes fantásticos con Photoshop,66.33333333333333
1478,Letras en Adobe Illustrator,70.0
1482,สร้างงานกราฟฟิคแอพพลิเคชั่นมือถือด้วย Adobe Illustrator,83.5
1483,Photoshop: Creando elemental de agua,0.0
1484,７日でマスター  ビギナー向け Adobe Illustrator　どきどきセミナー,168.0
1485,Si eres nuevo en Photoshop...Este es tu curso Nº1,83.0
1486,Intro to Illustrator,53.5
1487,画像加工の初心者だとしても、１週間でホームページのトップ画像を製作できるようになる画像製作講座,75.0
1490,Corel Draw X8 Başlangıç Eğitimi (YENİ),108.33333333333331
